date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2000055,2000-02-24,MCD43A4,Nadir_Reflectance_Band2,0.1422,0.2086,4.1512,0.0664,0.1660,0.0004,0.0198,25,25,100.00
A2000056,2000-02-25,MCD43A4,Nadir_Reflectance_Band2,0.1424,0.2085,4.1544,0.0661,0.1662,0.0004,0.0198,25,25,100.00
A2000057,2000-02-26,MCD43A4,Nadir_Reflectance_Band2,0.1426,0.2085,4.1578,0.0659,0.1663,0.0004,0.0197,25,25,100.00
A2000058,2000-02-27,MCD43A4,Nadir_Reflectance_Band2,0.1427,0.2088,4.1602,0.0661,0.1664,0.0004,0.0197,25,25,100.00
A2000059,2000-02-28,MCD43A4,Nadir_Reflectance_Band2,0.1385,0.2136,4.1433,0.0751,0.1657,0.0004,0.0212,25,25,100.00
A2000060,2000-02-29,MCD43A4,Nadir_Reflectance_Band2,0.1411,0.2138,4.1550,0.0727,0.1662,0.0005,0.0214,25,25,100.00
A2000061,2000-03-01,MCD43A4,Nadir_Reflectance_Band2,0.1400,0.2188,4.1671,0.0788,0.1667,0.0005,0.0232,25,25,100.00
A2000062,2000-03-02,MCD43A4,Nadir_Reflectance_Band2,0.1401,0.2190,4.1696,0.0789,0.1668,0.0005,0.0233,25,25,100.00
A2000063,2000-03-03,MCD43A4,Nadir_Reflectance_Band2,0.1402,0.2192,4.1724,0.0790,0.1669,0.0005,0.0233,25,25,100.00
A2000064,2000-03-04,MCD43A4,Nadir_Reflectance_Band2,0.1403,0.2195,4.1752,0.0792,0.1670,0.0005,0.0234,25,25,100.00
A2000065,2000-03-05,MCD43A4,Nadir_Reflectance_Band2,0.1405,0.2197,4.1779,0.0792,0.1671,0.0005,0.0234,25,25,100.00
A2000066,2000-03-06,MCD43A4,Nadir_Reflectance_Band2,0.1393,0.2256,4.1817,0.0863,0.1673,0.0006,0.0255,25,25,100.00
A2000067,2000-03-07,MCD43A4,Nadir_Reflectance_Band2,0.1397,0.2257,4.1930,0.0860,0.1677,0.0006,0.0254,25,25,100.00
A2000068,2000-03-08,MCD43A4,Nadir_Reflectance_Band2,0.1393,0.2291,4.2293,0.0898,0.1692,0.0007,0.0271,25,25,100.00
A2000069,2000-03-09,MCD43A4,Nadir_Reflectance_Band2,0.1361,0.2146,4.1082,0.0785,0.1643,0.0006,0.0242,25,25,100.00
A2000070,2000-03-10,MCD43A4,Nadir_Reflectance_Band2,0.1304,0.2140,4.0646,0.0836,0.1626,0.0006,0.0242,25,25,100.00
A2000071,2000-03-11,MCD43A4,Nadir_Reflectance_Band2,0.1301,0.2089,4.0499,0.0788,0.1620,0.0005,0.0233,25,25,100.00
A2000072,2000-03-12,MCD43A4,Nadir_Reflectance_Band2,0.1348,0.2094,4.0926,0.0746,0.1637,0.0005,0.0230,25,25,100.00
A2000073,2000-03-13,MCD43A4,Nadir_Reflectance_Band2,0.1342,0.2080,4.0849,0.0738,0.1634,0.0005,0.0231,25,25,100.00
A2000074,2000-03-14,MCD43A4,Nadir_Reflectance_Band2,0.1342,0.2078,4.0869,0.0736,0.1635,0.0005,0.0230,25,25,100.00
A2000075,2000-03-15,MCD43A4,Nadir_Reflectance_Band2,0.1341,0.2087,4.0766,0.0746,0.1631,0.0005,0.0226,25,25,100.00
A2000076,2000-03-16,MCD43A4,Nadir_Reflectance_Band2,0.1302,0.2083,4.0503,0.0781,0.1620,0.0006,0.0243,25,25,100.00
A2000077,2000-03-17,MCD43A4,Nadir_Reflectance_Band2,0.1292,0.2059,4.0802,0.0767,0.1632,0.0006,0.0238,25,25,100.00
