date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2000055,2000-02-24,MCD43A4,Nadir_Reflectance_Band2,0.2579,0.4797,6.1951,0.2218,0.3872,0.0043,0.0654,25,16,64.00
A2000056,2000-02-25,MCD43A4,Nadir_Reflectance_Band2,0.2580,0.4795,6.1964,0.2215,0.3873,0.0043,0.0654,25,16,64.00
A2000057,2000-02-26,MCD43A4,Nadir_Reflectance_Band2,0.2571,0.4772,6.5200,0.2201,0.3835,0.0040,0.0632,25,17,68.00
A2000058,2000-02-27,MCD43A4,Nadir_Reflectance_Band2,0.2037,0.4044,2.9202,0.2007,0.2920,0.0026,0.0513,25,10,40.00
A2000059,2000-02-28,MCD43A4,Nadir_Reflectance_Band2,0.2041,0.4043,2.4004,0.2002,0.3000,0.0030,0.0545,25,8,32.00
A2000060,2000-02-29,MCD43A4,Nadir_Reflectance_Band2,0.2028,0.4042,2.7785,0.2014,0.3087,0.0033,0.0578,25,9,36.00
A2000061,2000-03-01,MCD43A4,Nadir_Reflectance_Band2,0.2015,0.4041,2.7742,0.2026,0.3082,0.0034,0.0581,25,9,36.00
A2000062,2000-03-02,MCD43A4,Nadir_Reflectance_Band2,0.2018,0.4040,2.7762,0.2022,0.3085,0.0034,0.0580,25,9,36.00
A2000063,2000-03-03,MCD43A4,Nadir_Reflectance_Band2,0.2020,0.4040,2.7783,0.2020,0.3087,0.0033,0.0579,25,9,36.00
A2000064,2000-03-04,MCD43A4,Nadir_Reflectance_Band2,0.2023,0.4039,2.7805,0.2016,0.3089,0.0033,0.0577,25,9,36.00
A2000065,2000-03-05,MCD43A4,Nadir_Reflectance_Band2,0.2026,0.3823,2.0386,0.1797,0.2912,0.0025,0.0503,25,7,28.00
A2000066,2000-03-06,MCD43A4,Nadir_Reflectance_Band2,0.2029,0.3147,1.6586,0.1118,0.2764,0.0013,0.0366,25,6,24.00
A2000067,2000-03-07,MCD43A4,Nadir_Reflectance_Band2,0.2032,0.3151,1.6606,0.1119,0.2768,0.0013,0.0366,25,6,24.00
A2000068,2000-03-08,MCD43A4,Nadir_Reflectance_Band2,,,,,,,,25,0,0.00
A2000069,2000-03-09,MCD43A4,Nadir_Reflectance_Band2,0.1354,0.2207,0.9078,0.0853,0.1816,0.0011,0.0333,25,5,20.00
A2000070,2000-03-10,MCD43A4,Nadir_Reflectance_Band2,,,,,,,,25,0,0.00
A2000071,2000-03-11,MCD43A4,Nadir_Reflectance_Band2,0.1511,0.2335,3.3762,0.0824,0.1876,0.0005,0.0225,25,18,72.00
A2000072,2000-03-12,MCD43A4,Nadir_Reflectance_Band2,0.1277,0.2285,4.5042,0.1008,0.1802,0.0005,0.0218,25,25,100.00
A2000073,2000-03-13,MCD43A4,Nadir_Reflectance_Band2,0.1278,0.2288,4.5105,0.1010,0.1804,0.0005,0.0218,25,25,100.00
A2000074,2000-03-14,MCD43A4,Nadir_Reflectance_Band2,0.1452,0.2281,4.5209,0.0829,0.1808,0.0004,0.0203,25,25,100.00
A2000075,2000-03-15,MCD43A4,Nadir_Reflectance_Band2,0.1454,0.2284,4.5274,0.0830,0.1811,0.0004,0.0203,25,25,100.00
A2000076,2000-03-16,MCD43A4,Nadir_Reflectance_Band2,0.1456,0.2287,4.5339,0.0831,0.1814,0.0004,0.0203,25,25,100.00
A2000077,2000-03-17,MCD43A4,Nadir_Reflectance_Band2,0.1459,0.2291,4.5405,0.0832,0.1816,0.0004,0.0203,25,25,100.00
A2000078,2000-03-18,MCD43A4,Nadir_Reflectance_Band2,0.1463,0.2294,4.5473,0.0831,0.1819,0.0004,0.0202,25,25,100.00
A2000079,2000-03-19,MCD43A4,Nadir_Reflectance_Band2,0.1468,0.2267,4.5271,0.0799,0.1811,0.0004,0.0191,25,25,100.00
A2000080,2000-03-20,MCD43A4,Nadir_Reflectance_Band2,0.1469,0.2268,4.5317,0.0799,0.1813,0.0004,0.0191,25,25,100.00
A2000081,2000-03-21,MCD43A4,Nadir_Reflectance_Band2,0.1453,0.2258,4.5181,0.0805,0.1807,0.0003,0.0183,25,25,100.00
A2000082,2000-03-22,MCD43A4,Nadir_Reflectance_Band2,0.1440,0.2324,4.6155,0.0884,0.1846,0.0005,0.0217,25,25,100.00
A2000083,2000-03-23,MCD43A4,Nadir_Reflectance_Band2,0.1458,0.2342,4.7042,0.0884,0.1882,0.0004,0.0205,25,25,100.00
A2000084,2000-03-24,MCD43A4,Nadir_Reflectance_Band2,0.1461,0.2350,4.7214,0.0889,0.1889,0.0004,0.0206,25,25,100.00
A2000085,2000-03-25,MCD43A4,Nadir_Reflectance_Band2,0.1486,0.2379,4.7984,0.0893,0.1919,0.0004,0.0200,25,25,100.00
A2000086,2000-03-26,MCD43A4,Nadir_Reflectance_Band2,0.1490,0.2386,4.8153,0.0896,0.1926,0.0004,0.0201,25,25,100.00
A2000087,2000-03-27,MCD43A4,Nadir_Reflectance_Band2,0.1585,0.2394,4.8873,0.0809,0.1955,0.0003,0.0185,25,25,100.00
A2000088,2000-03-28,MCD43A4,Nadir_Reflectance_Band2,0.1596,0.2401,4.9329,0.0805,0.1973,0.0003,0.0186,25,25,100.00
A2000089,2000-03-29,MCD43A4,Nadir_Reflectance_Band2,0.1590,0.2415,4.9475,0.0825,0.1979,0.0004,0.0190,25,25,100.00
A2000090,2000-03-30,MCD43A4,Nadir_Reflectance_Band2,0.1613,0.2413,5.0147,0.0800,0.2006,0.0004,0.0188,25,25,100.00
A2000091,2000-03-31,MCD43A4,Nadir_Reflectance_Band2,0.1618,0.2421,5.0344,0.0803,0.2014,0.0004,0.0190,25,25,100.00
A2000092,2000-04-01,MCD43A4,Nadir_Reflectance_Band2,0.1664,0.2406,5.0862,0.0742,0.2034,0.0003,0.0171,25,25,100.00
A2000093,2000-04-02,MCD43A4,Nadir_Reflectance_Band2,0.1671,0.2413,5.1057,0.0742,0.2042,0.0003,0.0172,25,25,100.00
A2000094,2000-04-03,MCD43A4,Nadir_Reflectance_Band2,0.1677,0.2421,5.1251,0.0744,0.2050,0.0003,0.0172,25,25,100.00
A2000095,2000-04-04,MCD43A4,Nadir_Reflectance_Band2,0.1685,0.2442,5.1518,0.0757,0.2061,0.0003,0.0173,25,25,100.00
A2000096,2000-04-05,MCD43A4,Nadir_Reflectance_Band2,0.1696,0.2458,5.2188,0.0762,0.2088,0.0003,0.0169,25,25,100.00
A2000097,2000-04-06,MCD43A4,Nadir_Reflectance_Band2,0.1713,0.2472,5.2608,0.0759,0.2104,0.0003,0.0171,25,25,100.00
A2000098,2000-04-07,MCD43A4,Nadir_Reflectance_Band2,0.1669,0.2421,5.2931,0.0752,0.2117,0.0003,0.0167,25,25,100.00
A2000099,2000-04-08,MCD43A4,Nadir_Reflectance_Band2,0.1682,0.2422,5.3495,0.0740,0.2140,0.0003,0.0165,25,25,100.00
A2000100,2000-04-09,MCD43A4,Nadir_Reflectance_Band2,0.1685,0.2427,5.4473,0.0742,0.2179,0.0003,0.0171,25,25,100.00
A2000101,2000-04-10,MCD43A4,Nadir_Reflectance_Band2,0.1688,0.2432,5.4660,0.0744,0.2186,0.0003,0.0173,25,25,100.00
A2000102,2000-04-11,MCD43A4,Nadir_Reflectance_Band2,0.1691,0.2433,5.4840,0.0742,0.2194,0.0003,0.0175,25,25,100.00
A2000103,2000-04-12,MCD43A4,Nadir_Reflectance_Band2,0.1708,0.2478,5.5213,0.0770,0.2209,0.0003,0.0179,25,25,100.00
A2000104,2000-04-13,MCD43A4,Nadir_Reflectance_Band2,0.1721,0.2458,5.4981,0.0737,0.2199,0.0003,0.0176,25,25,100.00
A2000105,2000-04-14,MCD43A4,Nadir_Reflectance_Band2,0.1701,0.2432,5.2498,0.0731,0.2100,0.0003,0.0184,25,25,100.00
