date[YYYYDDD],date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2000055,2000-02-24,MCD43A4,Nadir_Reflectance_Band5,,,,,,,,25,0,0.00
A2000056,2000-02-25,MCD43A4,Nadir_Reflectance_Band5,0.1521,0.2909,0.6503,0.1388,0.2168,0.0033,0.0571,25,3,12.00
A2000057,2000-02-26,MCD43A4,Nadir_Reflectance_Band5,0.1125,0.2911,2.6458,0.1786,0.2035,0.0022,0.0473,25,13,52.00
A2000058,2000-02-27,MCD43A4,Nadir_Reflectance_Band5,0.1129,0.2721,3.7445,0.1592,0.1971,0.0020,0.0442,25,19,76.00
A2000059,2000-02-28,MCD43A4,Nadir_Reflectance_Band5,0.1130,0.2724,3.7480,0.1594,0.1973,0.0020,0.0442,25,19,76.00
A2000060,2000-02-29,MCD43A4,Nadir_Reflectance_Band5,0.1130,0.2727,3.7518,0.1597,0.1975,0.0020,0.0443,25,19,76.00
A2000061,2000-03-01,MCD43A4,Nadir_Reflectance_Band5,0.1131,0.2730,3.7556,0.1599,0.1977,0.0020,0.0444,25,19,76.00
A2000062,2000-03-02,MCD43A4,Nadir_Reflectance_Band5,0.1191,0.2727,4.6421,0.1536,0.2018,0.0016,0.0405,25,23,92.00
A2000063,2000-03-03,MCD43A4,Nadir_Reflectance_Band5,0.1357,0.2819,5.4273,0.1462,0.2171,0.0017,0.0411,25,25,100.00
A2000064,2000-03-04,MCD43A4,Nadir_Reflectance_Band5,0.1336,0.2832,5.4796,0.1496,0.2192,0.0017,0.0408,25,25,100.00
A2000065,2000-03-05,MCD43A4,Nadir_Reflectance_Band5,0.1349,0.2881,5.6175,0.1532,0.2247,0.0019,0.0431,25,25,100.00
A2000066,2000-03-06,MCD43A4,Nadir_Reflectance_Band5,0.1338,0.3046,5.8119,0.1708,0.2325,0.0024,0.0486,25,25,100.00
A2000067,2000-03-07,MCD43A4,Nadir_Reflectance_Band5,0.1347,0.3061,5.8408,0.1714,0.2336,0.0024,0.0487,25,25,100.00
