"","UD","prrD","SD","pop","DD","psrD","RD","trs_sos25","trs_sos50","trs_sos75","trs_eos90","trs_eos75","trs_eos50","trs_eos25","maxline","baseline","ampl_sos","ampl_eos","prr","psr","Gslope","Dslope","year","sitename","trs_sos25_mean.x","trs_sos25_mean.y","trs_sos50_mean"
"34",96,134,173,192,255,292,329,113,134,154,253,273,292,312,0.319690319058609,0.0601788193096219,0.259511499748987,0.24242967696862,0.00340193236906646,-0.00323920229892357,0.00266092178492382,-0.00130872029856758,2011,"CLS",105,105,130
"35",90,127,165,198,238,281,325,107,127,147,237,256,281,305,0.332500834830552,0.0625141033968773,0.262174746767837,0.269986731433675,0.00353687354858581,-0.0030696587242663,0.00218399478397683,-0.00214817271006585,2012,"CLS",105,105,130
"36",57,146,NA,219,233,270,308,90,146,173,238,252,270,292,0.300862482245616,0.0584919436054649,0.242370538640151,0.211603262672414,0.00136383408353438,-0.00278580310891828,0.00181837291566564,-0.0024668814422522,2013,"CLS",105,105,130
"37",113,145,177,204,228,274,320,131,145,162,234,250,274,299,0.329504633886283,0.0764084852398897,0.241177728945513,0.253096148646393,0.00385276649082799,-0.00272756386872735,0.00267307931228823,-0.00242812156159234,2014,"CLS",105,105,130
"38",82,125,NA,165,217,278,339,96,125,143,187,211,278,310,0.258571472001677,0.0699558696824476,0.184386505604322,0.188615602319229,0.00221068484084697,-0.00153265958602382,0.00241600109398371,-0.000884000759626561,2015,"CLS",105,105,130
"39",81,125,169,223,258,289,320,96,125,146,258,273,289,305,0.328999797990912,0.0535257187463239,0.275474079244588,0.231691196069003,0.00314502676691823,-0.00366872921809799,0.00150358994625732,-0.0023128464382445,2016,"CLS",105,105,130
"40",105,134,162,171,244,279,314,119,134,148,189,263,279,300,0.359052664782004,0.0941613892554052,0.260203789423225,0.264891275526599,0.00463038814049292,-0.00375883439639167,0.00423323844516996,-0.00121203296184644,2017,"CLS",105,105,130
"41",81,130,178,243,254,289,323,107,130,202,261,272,289,309,0.343450415795287,0.0753185183702898,0.263389153410465,0.268131897424997,0.00274785031216016,-0.00383034002773521,0.00124581044902472,-0.0036033902921132,2018,"CLS",105,105,130
"42",67,121,176,194,225,273,321,93,121,151,216,239,273,294,0.377794013633356,0.0539984832758108,0.323795530357546,0.283550251227939,0.00298758668238091,-0.00293272152970769,0.00251368896532025,-0.00195597598754435,2019,"CLS",105,105,130
"43",93,128,163,187,254,296,339,87,128,144,221,275,296,319,0.292339432354585,0.0499251270066278,0.214259931376618,0.242414305347957,0.00311029309238087,-0.00282966669256339,0.00232209377391356,-0.00105169865739649,2020,"CLS",105,105,130
"44",84,125,166,175,229,281,333,96,125,144,190,203,281,300,0.36828484614318,0.0486791632433471,0.319605682899833,0.270604279917423,0.00397599764872546,-0.00259017451845301,0.00361906499293806,-0.00120010440574981,2021,"CLS",105,105,130
"45",97,145,192,230,250,285,319,128,145,172,250,265,285,301,0.271905206615355,0.0598348292554175,0.206045051683016,0.212070377359938,0.00218173211385103,-0.00305749078120183,0.00165679898816254,-0.00238286919449777,2000,"HSS",121,121,138
"46",109,140,172,210,251,282,312,126,140,157,256,266,282,298,0.244244837060871,0.0574609433431121,0.183723615122414,0.186783893717759,0.00296252692245684,-0.00300256180953065,0.00138095551364182,-0.00170711515606779,2001,"HSS",121,121,138
"47",115,148,181,194,214,268,323,131,148,165,214,233,268,290,0.379974327092312,0.0596099453659278,0.320364381726385,0.301771406496085,0.00487280853840116,-0.00274342682365588,0.00432101624196472,-0.00228432952701637,2002,"HSS",121,121,138
"48",106,142,179,213,240,277,314,126,142,165,239,256,277,295,0.343869752323695,0.0673771199657881,0.271190285968303,0.276492632357907,0.00374842709967587,-0.00370055261291874,0.00227510890607228,-0.00270800668125581,2003,"HSS",121,121,138
"49",96,136,175,222,243,275,307,116,136,156,244,259,275,292,0.286894089564375,0.0626746385892956,0.217013801586995,0.22421945097508,0.0027760283604365,-0.00347555504378781,0.00142624446338085,-0.00267252648282813,2004,"HSS",121,121,138
"50",103,131,159,231,249,284,319,117,131,144,248,263,284,300,0.25183749201741,0.0612375710936024,0.190599920923808,0.187176493345859,0.00348533895839014,-0.00262957535315233,0.00082016216720825,-0.00212474853244019,2005,"HSS",121,121,138
"51",107,137,166,174,223,271,318,121,137,152,234,248,271,297,0.256389262634695,0.062662461515235,0.191389872642112,0.19372680111946,0.00325934425745453,-0.00201618188726314,0.00306947909638808,-0.00123538903662438,2006,"HSS",121,121,138
"52",94,143,192,216,253,284,316,123,143,176,252,269,284,302,0.300197820926989,0.0541988830217176,0.245998937905272,0.234935924817009,0.00255383865464304,-0.00363857396382257,0.00200235941028946,-0.00213747243386889,2007,"HSS",121,121,138
"53",103,133,162,172,244,282,321,119,133,148,226,256,282,300,0.307988301633034,0.0667131830570192,0.241275118576015,0.240780872505482,0.00413074795236151,-0.00307927654002335,0.00374252558781646,-0.00116781655746351,2008,"HSS",121,121,138
"54",95,127,160,185,247,284,320,110,127,143,252,265,284,303,0.28325976621265,0.05807211326678,0.221712937925832,0.22518765294587,0.00347723088645788,-0.00304213472423624,0.00247618966984958,-0.0013387574261968,2009,"HSS",121,121,138
"55",119,145,171,189,197,262,327,134,145,159,207,233,262,291,0.362071764495998,0.0718679175964162,0.283613082817375,0.290203846899582,0.00557091056967559,-0.00221768278386232,0.00436516078152985,-0.00212645880549002,2010,"HSS",121,121,138
"56",107,143,179,192,242,279,316,126,143,162,234,259,279,299,0.347252290706851,0.0567832871032803,0.27134060526218,0.290469003603571,0.00381809275989255,-0.00387436028487231,0.00359742306757502,-0.00189931123274969,2011,"HSS",121,121,138
"57",106,138,171,212,242,280,317,123,138,157,240,260,280,300,0.370506786430827,0.046192780334893,0.303151340678776,0.324314006095934,0.00473267096742739,-0.0042582688997464,0.00216568738662504,-0.00293338116021698,2012,"HSS",121,121,138
"58",89,138,188,213,230,268,306,117,138,166,236,249,268,290,0.370096474415953,0.0586131430123277,0.311483331403625,0.295772592342733,0.0031948357892273,-0.00385449661432424,0.00273459642355692,-0.00350495032065275,2013,"HSS",121,121,138
"59",114,148,182,194,223,273,323,132,148,166,222,244,273,297,0.371430272789075,0.0641942952417516,0.302797852750676,0.307235977547324,0.00450495634624148,-0.00304259241476965,0.00432410934857965,-0.0023853535118484,2014,"HSS",121,121,138
"60",104,132,159,168,209,269,330,116,132,145,197,223,269,299,0.317469875540528,0.053009117098432,0.247208643848862,0.264460758442096,0.00454080637914837,-0.00215235275599739,0.00413103061651343,-0.00145233613688721,2015,"HSS",121,121,138
"61",101,137,174,213,246,283,321,117,137,156,241,261,283,300,0.370622401089034,0.058268606822459,0.312353794266575,0.292585905659434,0.00431627887219144,-0.00388465050009947,0.00245583898387393,-0.00258612190232445,2016,"HSS",121,121,138
"62",111,138,165,173,240,279,317,125,138,152,192,253,279,296,0.405136152681106,0.0794044873748438,0.325731665306262,0.32096444390703,0.00616243196077477,-0.00410460346047228,0.00574713740104254,-0.00142589982781517,2017,"HSS",121,121,138
"63",95,131,167,214,247,280,314,115,131,156,244,262,280,297,0.370429587113187,0.0708466413483069,0.29958294576488,0.295111766545044,0.0042563543597331,-0.00431836814594209,0.00174637339258555,-0.00282934167695767,2018,"HSS",121,121,138
"64",88,133,179,187,230,272,315,112,133,157,217,244,272,291,0.42982616621768,0.0783355698129862,0.351404515583537,0.351490596404693,0.00392573206949184,-0.00412387198421422,0.00389689749405012,-0.00230181583783822,2019,"HSS",121,121,138
"65",90,136,183,224,251,285,320,116,136,184,251,268,285,304,0.350218838196104,0.059819902095239,0.283599095385344,0.290398936100865,0.00306929197280703,-0.00410637944850661,0.00175817527303617,-0.00298984459522983,2020,"HSS",121,121,138
"66",104,136,169,185,224,277,330,122,136,154,202,220,277,299,0.426579469986319,0.0770179752415191,0.3495614947448,0.342423893992011,0.00548875485090769,-0.00317738612911717,0.00455734615165195,-0.00189170035349665,2021,"HSS",121,121,138
"67",103,137,172,185,251,283,315,120,137,156,223,267,283,301,0.213573231454166,0.0663949257505865,0.14717830570358,0.14626204914344,0.00214760039946555,-0.00223315999432121,0.00182688406086024,-0.00082825560852955,2000,"BS",110,110,129
"68",98,126,154,241,252,284,316,101,126,138,258,269,284,304,0.194390621858898,0.0572804019413325,0.131794063931638,0.137110219917566,0.00238915719842159,-0.00209316696908044,0.000332286564314446,-0.00191061937155863,2001,"BS",110,110,129
"69",99,133,166,184,153,255,358,116,133,150,203,218,255,289,0.29398295083918,0.0587935037321183,0.235189447107062,0.226729449056154,0.00355814864874651,-0.00109910482922827,0.00292561445348243,-0.00163063519530481,2002,"BS",110,110,129
"70",105,132,160,199,238,274,311,120,132,146,236,254,274,292,0.26188019782861,0.0736909294327028,0.183838830634906,0.188189268395907,0.00339350156842291,-0.00255177978936088,0.00169889720442653,-0.00159922845530083,2003,"BS",110,110,129
"71",94,127,161,214,242,277,311,110,127,144,240,258,277,295,0.229907290099283,0.0641258033540167,0.153928856755367,0.165781486745266,0.00234110862358055,-0.00235928338959032,0.00103652125152904,-0.0016124375243141,2004,"BS",110,110,129
"72",104,127,151,159,212,268,324,116,127,139,198,242,268,296,0.221787017311335,0.0712942898048815,0.143824795920444,0.150492727506454,0.00309238105285474,-0.00132896638184772,0.00280027461104526,-0.000754744242717495,2005,"BS",110,110,129
"73",105,135,165,226,236,273,310,117,135,149,244,256,273,301,0.222245528390681,0.0646587916520549,0.153224262101778,0.157586736738626,0.00260859468979041,-0.0021099153857836,0.000816622804661016,-0.00194782432935855,2006,"BS",110,110,129
"74",104,137,170,208,223,268,314,122,137,156,224,236,268,290,0.249426571641336,0.0694328501678766,0.167987543749513,0.17999372147346,0.00257080280703555,-0.0019568479203291,0.00132816836732402,-0.00167313151300575,2007,"BS",110,110,129
"75",86,120,154,228,252,286,320,97,120,135,258,270,286,313,0.210973908887398,0.0578470026155713,0.153126906271827,0.151582197688627,0.00231518823726532,-0.00221164353958987,0.000601174751414141,-0.00170245782250385,2008,"BS",110,110,129
"76",86,120,154,200,231,273,314,95,120,135,218,251,273,295,0.238086433077799,0.0518871446940269,0.186199288383772,0.17595224836152,0.00278345465079427,-0.00209901907381495,0.00128798484904731,-0.00134680574515675,2009,"BS",110,110,129
"77",120,142,164,188,239,278,318,133,142,152,207,236,278,298,0.239441968115725,0.0729927802125706,0.163185858068512,0.166449187903154,0.00379770332006518,-0.0020806743245939,0.00262091267778654,-0.000942702774317453,2010,"BS",110,110,129
"78",91,134,176,191,248,282,316,116,134,168,256,267,282,304,0.217957954965208,0.0558214209820399,0.142772793355853,0.162136533983168,0.00168974799975844,-0.00234470965225675,0.00139093772222921,-0.000982623686927582,2011,"BS",110,110,129
"79",98,129,159,217,233,270,307,103,129,143,235,250,270,288,0.253940951130932,0.0483982291450776,0.205542721985855,0.168259699935343,0.00338401754789422,-0.00224298966174478,0.00121715788600113,-0.00189208841929364,2012,"BS",110,110,129
"80",83,137,191,197,234,269,305,117,137,166,229,251,269,289,0.251091612223566,0.0728101713419837,0.170244079744013,0.178281440881582,0.00158863621033925,-0.00246669292143724,0.00166166588876104,-0.00149331818179177,2013,"BS",110,110,129
"81",100,137,174,190,238,272,307,111,137,156,239,255,272,291,0.22949248418059,0.0717307333036621,0.157761750876928,0.157449938439334,0.00218276268664168,-0.00226349919325164,0.00173340256588255,-0.00123903930502743,2014,"BS",110,110,129
"82",84,120,157,202,233,277,321,93,120,137,217,228,277,297,0.212360278648254,0.0644543929645815,0.139460503863398,0.147905885683672,0.00194704895504207,-0.0016601657922638,0.000937185222254872,-0.00104420794135451,2015,"BS",110,110,129
"83",89,128,166,167,255,285,315,106,128,145,256,270,285,300,0.24145095427999,0.0692759938040491,0.172174960475941,0.157518480949567,0.00226450730083167,-0.00258933190569332,0.00235228150750046,-0.000576742300604853,2016,"BS",110,110,129
"84",98,133,168,183,233,275,316,116,133,152,212,253,275,296,0.266203179406739,0.0789651618391576,0.184917922865838,0.187238017567581,0.00267689704677927,-0.00224330548043586,0.00228694674259422,-0.00103702500642485,2017,"BS",110,110,129
"85",87,117,147,221,256,284,312,103,117,132,259,270,284,298,0.217202657953788,0.070541356002218,0.136027675369016,0.14666130195157,0.00232794625640693,-0.00256969525545485,0.000571661716824688,-0.00166030794022554,2018,"BS",110,110,129
"86",77,123,168,188,218,272,326,102,123,150,207,226,272,293,0.277227687630267,0.0669799499914589,0.210247737638808,0.196679239189775,0.00233288647565003,-0.00178951173919744,0.0018447631479692,-0.00125488034789894,2019,"BS",110,110,129
"87",98,128,157,174,242,282,323,114,128,142,226,263,282,307,0.245836917478851,0.0580077746603365,0.158491650473836,0.187829142818514,0.00277391111515755,-0.00229781783992474,0.00214297775786127,-0.000846221280570427,2020,"BS",110,110,129
"88",90,121,152,180,240,281,322,102,121,135,217,239,281,298,0.253240238215039,0.0637149037448965,0.189525334470142,0.169690972604058,0.00310319086615801,-0.00205607364278612,0.00199281583181938,-0.000992755394377943,2021,"BS",110,110,129
"89",105,127,149,171,240,280,320,118,127,138,209,254,280,299,0.636187587962904,0.141199841632171,0.494987746330734,0.486770448075265,0.0115118078172815,-0.00601170570938113,0.0081578916767691,-0.00224879367312139,2000,"TTH",115,115,124
"90",116,137,160,170,229,268,307,128,137,148,219,248,268,288,0.655794000300823,0.138192171463098,0.508571283373596,0.517601828837725,0.0118443997491871,-0.00653439179251769,0.0104447091004268,-0.0027467387392078,2001,"TTH",115,115,124
"91",102,124,147,157,231,277,322,115,124,135,197,241,277,296,0.630072063524878,0.138280910948231,0.491791152576647,0.475114643827199,0.0113339894174287,-0.00514052125505047,0.0100822369115609,-0.00214812772118646,2002,"TTH",115,115,124
"92",105,127,148,156,239,278,317,117,127,137,199,247,278,296,0.573061179259904,0.136672524178983,0.416372824287066,0.436388655080922,0.00990337955407229,-0.00555747022064113,0.0091449543476941,-0.00155825758596887,2003,"TTH",115,115,124
"93",95,120,146,186,242,280,319,110,120,134,227,256,280,298,0.589966443857617,0.12936525010947,0.457312953900445,0.460601193748147,0.00923842008948173,-0.00584834527931921,0.0045581019491772,-0.00274210827043618,2004,"TTH",115,115,124
"94",98,119,141,155,236,276,317,111,119,129,212,243,276,295,0.594414054286383,0.112386026077068,0.482028028209315,0.438170858308411,0.0115288459496308,-0.00538606450733141,0.00942192834967253,-0.00211088156956682,2005,"TTH",115,115,124
"95",106,127,148,190,212,264,315,119,127,136,220,237,264,291,0.624798727525905,0.146394067927925,0.474648924581274,0.47840465959798,0.0116888694192367,-0.00460678213533561,0.00495963898468206,-0.00412952284538804,2006,"TTH",115,115,124
"96",101,122,144,158,245,276,306,114,122,133,221,251,276,288,0.591993909224101,0.142915675445744,0.445544013932835,0.449078233778358,0.010519952069833,-0.00732662107304863,0.00882266979293345,-0.00199348041182416,2007,"TTH",115,115,124
"97",103,126,149,187,239,280,322,116,126,136,223,251,280,298,0.654401112912206,0.141625442241191,0.512775670671015,0.489925001859093,0.0113749104814073,-0.00580470828757435,0.00561737750158627,-0.00295864924090575,2008,"TTH",115,115,124
"98",103,125,147,158,229,280,330,115,125,135,211,247,280,298,0.621039564338089,0.15431375948941,0.463331927756079,0.466725804848679,0.0108449354093827,-0.00456632336696253,0.00945519784925053,-0.0020595331402221,2009,"TTH",115,115,124
"99",111,133,155,172,219,275,331,125,133,144,210,231,275,299,0.650337111839548,0.150441965303534,0.499895146536014,0.479677056319712,0.0115582713523884,-0.00427370708006666,0.00910565024057907,-0.00269080354922782,2010,"TTH",115,115,124
"100",104,125,146,157,247,280,312,117,125,135,239,261,280,295,0.592979498477291,0.16121625193739,0.424796930509571,0.431763246539901,0.0104069864957475,-0.00652135953860846,0.00908317545470934,-0.00169193028786599,2011,"TTH",115,115,124
"101",104,125,147,186,239,276,313,118,125,135,223,251,276,293,0.629101455007528,0.16348936514537,0.462258451809236,0.465612089862158,0.0112294192148456,-0.00615909875765687,0.00522704486093103,-0.00285277300782126,2012,"TTH",115,115,124
"102",94,117,140,182,231,277,324,107,117,128,225,251,277,298,0.62289715654791,0.16156560977346,0.46133154677445,0.448132282630981,0.0100830213652183,-0.00475801965032471,0.00468740310454397,-0.00275677825891288,2013,"TTH",115,115,124
"103",102,127,152,177,243,282,322,116,127,139,211,252,282,298,0.658454787964318,0.166354805486178,0.485228035169135,0.49209998247814,0.00980032048407116,-0.00616339983229889,0.00677253364887778,-0.00244134249759587,2014,"TTH",115,115,124
"104",99,123,147,169,241,277,314,113,123,135,217,254,277,296,0.67016414429402,0.16618994256686,0.503236518869535,0.50397420172716,0.0108055205302248,-0.00685696110823597,0.00797093209360931,-0.00215646614595608,2015,"TTH",115,115,124
"105",100,124,147,165,242,282,323,114,124,135,208,252,282,301,0.65077873189404,0.15422508833209,0.488720676331757,0.49655364356195,0.0105758168852157,-0.00607038235803421,0.00850579788974976,-0.00217341142761824,2016,"TTH",115,115,124
"106",102,127,151,184,238,279,321,117,127,139,223,244,279,295,0.646821455606551,0.148560912354486,0.498260543252065,0.479698400834503,0.0105304157152248,-0.0057255548308422,0.00603808519508329,-0.00309604956173803,2017,"TTH",115,115,124
"107",93,120,148,170,228,275,322,109,120,135,195,243,275,292,0.614232861568773,0.159816302588708,0.454416558980065,0.447983500256773,0.00839803924453751,-0.00467721511658779,0.00607645138232691,-0.00239537968731487,2018,"TTH",115,115,124
"108",88,111,133,167,235,278,320,103,111,122,224,250,278,297,0.620265955235119,0.161954422513636,0.458311532721483,0.45513643504984,0.0104134437944242,-0.00530514357925778,0.00564729642700617,-0.00240713490775244,2019,"TTH",115,115,124
"109",99,123,147,165,232,275,317,112,123,134,216,248,275,297,0.668845072944888,0.146828763010343,0.502146188622903,0.522016309934546,0.0106879350291023,-0.00603954810771752,0.00841295670513667,-0.00256926146239983,2020,"TTH",115,115,124
"110",102,129,157,179,231,277,324,117,129,144,205,236,277,296,0.728975267171814,0.16192776912567,0.567047498046144,0.556408224049975,0.0103217449470903,-0.00591103008204578,0.00799878328359251,-0.00288747750470011,2021,"TTH",115,115,124
"111",101,123,144,172,238,276,314,115,123,133,232,251,276,294,0.487044324388698,0.138029478054677,0.349014846334021,0.344932976915581,0.00832072894201319,-0.00448699600394781,0.0049906030798067,-0.00209096851274665,2000,"ZWL",110,110,119
"112",107,127,148,155,235,269,303,119,127,137,233,253,269,288,0.519354813985533,0.130996430502869,0.383912226563514,0.388358383482664,0.00956744229327715,-0.00562789060798073,0.00894855130407538,-0.00159101760180376,2001,"ZWL",110,110,119
"113",92,117,143,204,236,274,312,107,117,130,227,242,274,290,0.525409898235087,0.130268995951683,0.395140902283404,0.369879004150455,0.00798422869471377,-0.00479455986344319,0.00241881555453351,-0.00311449538046117,2002,"ZWL",110,110,119
"114",101,121,140,154,240,278,317,113,121,130,201,247,278,294,0.537351981438478,0.150127382745125,0.387224598693354,0.378092827552476,0.0100165821321656,-0.0048466095296361,0.00842111424213069,-0.00145594751304352,2003,"ZWL",110,110,119
"115",92,113,134,169,242,276,309,106,113,124,198,249,276,291,0.55390861892335,0.15347375494056,0.400434863982791,0.399332238618136,0.00965262049083312,-0.00585572618102992,0.00517379761874676,-0.00204820949992828,2004,"ZWL",110,110,119
"116",97,116,136,149,247,280,313,109,116,125,218,255,280,295,0.512708436465693,0.145069860001745,0.364815067742846,0.367638576463949,0.00945438027790534,-0.00551739657945556,0.00801741158955215,-0.00149317598189156,2005,"ZWL",110,110,119
"117",105,126,148,181,233,268,304,118,126,136,222,245,268,285,0.55775861084517,0.138017968093551,0.419740642751619,0.396242713329915,0.00981609408414327,-0.0055381109542729,0.00552520550340386,-0.0026909807573131,2006,"ZWL",110,110,119
"118",98,119,140,157,242,276,311,112,119,130,213,242,276,291,0.575500197904518,0.159043407283782,0.416456790620736,0.413786557898064,0.0101325962569309,-0.00591058951751001,0.00813658015359295,-0.00202670155924297,2007,"ZWL",110,110,119
"119",98,120,141,188,240,277,315,111,120,130,225,253,277,294,0.574355207613631,0.15323484031414,0.421120367299491,0.405951751727422,0.0100048225878145,-0.00540154476424597,0.00401395648218092,-0.00254847460785762,2008,"ZWL",110,110,119
"120",92,115,139,197,208,269,329,106,115,127,216,243,269,294,0.559798584845654,0.161120078982599,0.398678505863055,0.395552039664959,0.00866063750221055,-0.0032381280990038,0.00238161611251962,-0.00297293038045392,2009,"ZWL",110,110,119
"121",106,128,149,161,225,276,326,119,128,138,208,233,276,295,0.576892351172184,0.157759229080077,0.419133122092107,0.407732842614695,0.00997138231276805,-0.00402906215776444,0.00868707414695263,-0.00223491761256357,2010,"ZWL",110,110,119
"122",103,122,141,149,188,262,337,115,122,130,217,231,262,287,0.579484441478237,0.165716047835324,0.409477498127911,0.413768393642913,0.0112916649636274,-0.00275349187634142,0.0103883013732132,-0.00226425139119714,2011,"ZWL",110,110,119
"123",99,120,141,158,235,271,306,112,120,130,214,237,271,286,0.589124040385789,0.148911539356804,0.440212501028985,0.401735423244137,0.0108376669368063,-0.00562050958528421,0.00848007223234518,-0.00196103006832501,2012,"ZWL",110,110,119
"124",91,117,144,191,205,261,316,106,117,130,208,229,261,291,0.594004792657742,0.170059979028977,0.423944813628764,0.400241735127051,0.00818770264962424,-0.00357223308246684,0.00354284763021427,-0.00306512437423602,2013,"ZWL",110,110,119
"125",94,117,140,159,238,275,313,108,117,130,228,251,275,292,0.591746542666865,0.186454506247382,0.405292036419483,0.399892894670386,0.0090405067743262,-0.00527107425468291,0.00719795018729073,-0.00204588450697818,2014,"ZWL",110,110,119
"126",96,118,140,169,222,270,318,110,118,129,217,243,270,288,0.603842428144764,0.182942785317342,0.420899642827422,0.413831125688882,0.00982635260507886,-0.0042775615451542,0.00607204394329445,-0.00243307780375889,2015,"ZWL",110,110,119
"127",95,116,136,147,239,279,318,108,116,125,215,243,279,296,0.568641968871482,0.169592383889965,0.390699094689835,0.399049584981517,0.00988437667597273,-0.0049823510403599,0.00868957818120928,-0.001597616787584,2016,"ZWL",110,110,119
"128",101,123,145,192,231,273,314,114,123,133,219,241,273,289,0.569811231497281,0.163143201677816,0.406668029819464,0.396314143255484,0.00950212548822197,-0.00472653822562982,0.00379629283046495,-0.00280129365222652,2017,"ZWL",110,110,119
"129",88,116,143,159,232,271,310,101,116,129,230,246,271,288,0.53416155919038,0.167805843017972,0.366355716172408,0.351926772875742,0.0066675796899425,-0.00445163268533835,0.00568959152608644,-0.00187851903967474,2018,"ZWL",110,110,119
"130",88,113,137,160,228,264,301,104,113,127,207,242,264,282,0.58680516643852,0.177671712404084,0.409133454034436,0.392872392056279,0.00843737770319814,-0.00535712567693988,0.0060425267405293,-0.00183959224283957,2019,"ZWL",110,110,119
"131",94,117,140,153,215,270,325,107,117,128,194,237,270,292,0.598319126946109,0.146720561551579,0.404657792779827,0.45159856539453,0.00886590824983974,-0.0040607615615777,0.00770512482198135,-0.00199939729827316,2020,"ZWL",110,110,119
"132",90,118,146,175,240,275,311,105,118,132,225,249,275,291,0.589909278282136,0.185198541781055,0.404710736501082,0.401783705626316,0.0074473023648761,-0.00563684263726942,0.00494048187769574,-0.00236628503091535,2021,"ZWL",110,110,119
"133",98,131,165,200,237,272,306,106,131,146,231,254,272,292,0.16291548431118,0.0868045554919194,0.0761109288192609,0.0754922709462257,0.00115390737023652,-0.00108293497429276,0.000690913288416153,-0.000629562926908073,2000,"DHB",116,116,130
"134",101,130,159,236,244,275,305,115,130,144,249,258,275,289,0.154165233457811,0.0846273014581556,0.0695379319996551,0.0650209733707,0.00121160058602584,-0.00105596351885885,0.000281003365309939,-0.00101627801472136,2001,"DHB",116,116,130
"135",108,141,175,219,232,272,311,127,141,164,237,251,272,292,0.218415353424694,0.0830295600033241,0.13538579342137,0.125201511523323,0.00205863333395413,-0.00156715100986983,0.000863575902805184,-0.00143494295460282,2002,"DHB",116,116,130
"136",107,134,160,169,238,276,314,118,134,146,236,255,276,295,0.207082502556876,0.0845375778724183,0.122544924684458,0.109847844287255,0.00234700595350609,-0.00140979445347908,0.00210188212960227,-0.000572457800284525,2003,"DHB",116,116,130
"137",101,127,153,167,232,267,301,114,127,140,230,249,267,285,0.205389174511349,0.0923763136789038,0.113012860832446,0.11022763276452,0.00219715861848729,-0.00158399203579219,0.00187723183158539,-0.000619465717808611,2004,"DHB",116,116,130
"138",105,131,156,162,228,274,321,116,131,142,184,252,274,299,0.19322373201626,0.0805785110774744,0.112645220938786,0.107755511618753,0.00226409151247053,-0.00115553927761071,0.00206577682000439,-0.000493943047153173,2005,"DHB",116,116,130
"139",110,133,156,166,233,276,320,122,133,144,227,257,276,311,0.192966375756512,0.080618483953649,0.102784831406562,0.112347891802863,0.00224624121182927,-0.00127553518190451,0.00199062922593479,-0.000440974818867993,2006,"DHB",116,116,130
"140",99,128,157,215,231,277,324,115,128,143,231,245,277,296,0.186958606003763,0.087450367493661,0.0995082385101016,0.0914279357082333,0.00173183926191736,-0.000970738419301554,0.000508995836625755,-0.000831160211713837,2007,"DHB",116,116,130
"141",95,130,164,219,253,286,319,110,130,148,245,269,286,304,0.186536659123141,0.0804667009869735,0.106069958136167,0.0982471192865553,0.00155008535837034,-0.00146537957190262,0.000558516229739349,-0.000866173495090128,2008,"DHB",116,116,130
"142",96,123,150,159,226,277,328,107,123,135,213,248,277,321,0.216038246555152,0.0784008454893738,0.132045782382262,0.137637401065778,0.00249087121468683,-0.00133271201389602,0.00221711110766645,-0.000614218440342635,2009,"DHB",116,116,130
"143",118,141,164,171,241,277,312,129,141,151,188,250,277,293,0.216127342012781,0.0923138859897053,0.123813456023075,0.110278340348333,0.00271577198547207,-0.00151867506082407,0.00244192619152465,-0.000486960446676844,2010,"DHB",116,116,130
"144",110,133,155,161,235,271,307,122,133,143,190,245,271,288,0.186873155638707,0.103238565409841,0.0810068004189383,0.0836345902288656,0.00187126122788985,-0.00114480470876391,0.00174066179491021,-0.000315642948799768,2011,"DHB",116,116,130
"145",105,132,160,217,243,275,307,122,132,147,242,259,275,291,0.219275116693033,0.097569656972163,0.12170545972087,0.115681733678217,0.00228456946285694,-0.00180082009126668,0.000702457055444853,-0.00128408985205519,2012,"DHB",116,116,130
"146",100,126,153,196,235,272,310,115,126,139,229,251,272,291,0.240649443777675,0.0894037998233431,0.151245643954332,0.126708141234021,0.00292387633314021,-0.00166288891730611,0.00135036719667736,-0.00101492200626805,2013,"DHB",116,116,130
"147",101,131,160,174,227,267,307,114,131,144,195,239,267,286,0.243370314853688,0.109721830111261,0.133648484742428,0.133162600891333,0.0023068360927927,-0.00164220901802061,0.00194233650278842,-0.000729822357528342,2014,"DHB",116,116,130
"148",104,129,154,163,215,269,323,116,129,141,189,227,269,294,0.225920810379878,0.0975352963286973,0.120493208297511,0.12838551405118,0.00243233026043529,-0.00117514091179393,0.00217881825388062,-0.00065362559543492,2015,"DHB",116,116,130
"149",94,125,154,175,243,278,313,104,125,139,223,255,278,294,0.222329066656153,0.0833389607203402,0.138990105935813,0.112572710346589,0.00235483571357463,-0.00160345285529061,0.00177472783843571,-0.000604622692446603,2016,"DHB",116,116,130
"150",105,130,154,205,227,265,303,119,130,141,226,245,265,286,0.229244530850764,0.108936864971206,0.120307665879557,0.118701879159148,0.00249768766601683,-0.00154493831026162,0.000894456385525152,-0.00118752905067319,2017,"DHB",116,116,130
"151",96,121,147,218,237,272,306,110,121,134,240,253,272,289,0.213798139937568,0.106110691689709,0.103968900248731,0.107687448247859,0.00207832953885025,-0.00154440103333933,0.000535570374152688,-0.00128551344051269,2018,"DHB",116,116,130
"152",95,123,152,193,231,273,315,110,123,138,220,245,273,347,0.229040329438711,0.103557089841184,0.125483239597528,0.115761299563554,0.00222813129852389,-0.00136123245210984,0.00116627562815148,-0.000808081818455944,2019,"DHB",116,116,130
