MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2000090,2000-03-30,MCD43A4,Nadir_Reflectance_Band6,0.2300,0.3984,6.9824,0.1684,0.3174,0.0028,0.0533,25,22,88.00
A2000091,2000-03-31,MCD43A4,Nadir_Reflectance_Band6,0.2332,0.3989,7.6283,0.1657,0.3178,0.0028,0.0526,25,24,96.00
A2000092,2000-04-01,MCD43A4,Nadir_Reflectance_Band6,0.2337,0.3995,7.6405,0.1658,0.3184,0.0028,0.0526,25,24,96.00
A2000093,2000-04-02,MCD43A4,Nadir_Reflectance_Band6,0.2304,0.4024,7.3180,0.1720,0.3182,0.0029,0.0534,25,23,92.00
A2000094,2000-04-03,MCD43A4,Nadir_Reflectance_Band6,0.1580,0.4017,7.8577,0.2437,0.3143,0.0036,0.0599,25,25,100.00
A2000095,2000-04-04,MCD43A4,Nadir_Reflectance_Band6,0.1582,0.3982,7.9065,0.2400,0.3163,0.0033,0.0576,25,25,100.00
A2000096,2000-04-05,MCD43A4,Nadir_Reflectance_Band6,0.1584,0.3996,7.9796,0.2412,0.3192,0.0033,0.0571,25,25,100.00
A2000097,2000-04-06,MCD43A4,Nadir_Reflectance_Band6,0.1586,0.4001,7.9619,0.2415,0.3185,0.0034,0.0583,25,25,100.00
A2000098,2000-04-07,MCD43A4,Nadir_Reflectance_Band6,0.1588,0.4005,7.9716,0.2417,0.3189,0.0034,0.0584,25,25,100.00
A2000099,2000-04-08,MCD43A4,Nadir_Reflectance_Band6,0.1600,0.4121,8.0126,0.2521,0.3205,0.0035,0.0594,25,25,100.00
A2000100,2000-04-09,MCD43A4,Nadir_Reflectance_Band6,0.1611,0.4129,8.0654,0.2518,0.3226,0.0033,0.0576,25,25,100.00
A2000101,2000-04-10,MCD43A4,Nadir_Reflectance_Band6,0.1624,0.4110,8.0982,0.2486,0.3239,0.0033,0.0577,25,25,100.00
A2000102,2000-04-11,MCD43A4,Nadir_Reflectance_Band6,0.1624,0.4113,8.1242,0.2489,0.3250,0.0034,0.0581,25,25,100.00
A2000103,2000-04-12,MCD43A4,Nadir_Reflectance_Band6,0.1625,0.4109,8.1424,0.2484,0.3257,0.0033,0.0573,25,25,100.00
A2000104,2000-04-13,MCD43A4,Nadir_Reflectance_Band6,0.1626,0.4123,8.1519,0.2497,0.3261,0.0033,0.0575,25,25,100.00
A2000105,2000-04-14,MCD43A4,Nadir_Reflectance_Band6,0.1627,0.4083,8.2012,0.2456,0.3280,0.0033,0.0572,25,25,100.00
A2000106,2000-04-15,MCD43A4,Nadir_Reflectance_Band6,0.1628,0.4098,8.2109,0.2470,0.3284,0.0033,0.0573,25,25,100.00
A2000107,2000-04-16,MCD43A4,Nadir_Reflectance_Band6,0.2573,0.4063,7.8630,0.1490,0.3419,0.0020,0.0444,25,23,92.00
A2000108,2000-04-17,MCD43A4,Nadir_Reflectance_Band6,0.2581,0.4067,7.8730,0.1486,0.3423,0.0020,0.0445,25,23,92.00
A2000109,2000-04-18,MCD43A4,Nadir_Reflectance_Band6,0.2589,0.4071,7.8817,0.1482,0.3427,0.0020,0.0446,25,23,92.00
A2000110,2000-04-19,MCD43A4,Nadir_Reflectance_Band6,0.2657,0.4066,7.9489,0.1409,0.3456,0.0019,0.0436,25,23,92.00
A2000111,2000-04-20,MCD43A4,Nadir_Reflectance_Band6,0.2800,0.4195,7.0006,0.1395,0.3500,0.0019,0.0436,25,20,80.00
A2000112,2000-04-21,MCD43A4,Nadir_Reflectance_Band6,0.2848,0.4154,5.9741,0.1306,0.3514,0.0014,0.0373,25,17,68.00
A2000113,2000-04-22,MCD43A4,Nadir_Reflectance_Band6,0.2841,0.4166,5.9800,0.1325,0.3518,0.0014,0.0376,25,17,68.00
A2000114,2000-04-23,MCD43A4,Nadir_Reflectance_Band6,0.2711,0.4218,7.4136,0.1507,0.3530,0.0021,0.0461,25,21,84.00
A2000115,2000-04-24,MCD43A4,Nadir_Reflectance_Band6,0.1735,0.4168,8.0559,0.2433,0.3357,0.0031,0.0554,25,24,96.00
A2000116,2000-04-25,MCD43A4,Nadir_Reflectance_Band6,0.1736,0.4175,8.0618,0.2439,0.3359,0.0031,0.0555,25,24,96.00
A2000117,2000-04-26,MCD43A4,Nadir_Reflectance_Band6,0.1813,0.4143,8.2814,0.2330,0.3313,0.0030,0.0544,25,25,100.00
A2000118,2000-04-27,MCD43A4,Nadir_Reflectance_Band6,0.1814,0.4149,8.2877,0.2335,0.3315,0.0030,0.0545,25,25,100.00
A2000119,2000-04-28,MCD43A4,Nadir_Reflectance_Band6,0.1712,0.4205,8.2107,0.2493,0.3284,0.0040,0.0633,25,25,100.00
A2000120,2000-04-29,MCD43A4,Nadir_Reflectance_Band6,0.1913,0.4262,8.2861,0.2349,0.3314,0.0038,0.0612,25,25,100.00
A2000121,2000-04-30,MCD43A4,Nadir_Reflectance_Band6,0.1822,0.4258,8.3602,0.2436,0.3344,0.0042,0.0646,25,25,100.00
A2000122,2000-05-01,MCD43A4,Nadir_Reflectance_Band6,0.1828,0.4269,8.3647,0.2441,0.3346,0.0042,0.0648,25,25,100.00
A2000123,2000-05-02,MCD43A4,Nadir_Reflectance_Band6,0.1832,0.4239,8.3444,0.2407,0.3338,0.0042,0.0650,25,25,100.00
A2000124,2000-05-03,MCD43A4,Nadir_Reflectance_Band6,0.1865,0.4244,8.4014,0.2379,0.3361,0.0046,0.0676,25,25,100.00
A2000125,2000-05-04,MCD43A4,Nadir_Reflectance_Band6,0.1840,0.4238,8.4175,0.2398,0.3367,0.0038,0.0613,25,25,100.00
A2000126,2000-05-05,MCD43A4,Nadir_Reflectance_Band6,0.1841,0.4243,8.4246,0.2402,0.3370,0.0038,0.0615,25,25,100.00
A2000127,2000-05-06,MCD43A4,Nadir_Reflectance_Band6,0.1846,0.4248,8.4316,0.2402,0.3373,0.0038,0.0615,25,25,100.00
A2000128,2000-05-07,MCD43A4,Nadir_Reflectance_Band6,0.1848,0.4256,8.4379,0.2408,0.3375,0.0038,0.0616,25,25,100.00
A2000129,2000-05-08,MCD43A4,Nadir_Reflectance_Band6,0.1877,0.4262,8.4561,0.2385,0.3382,0.0037,0.0610,25,25,100.00
A2000130,2000-05-09,MCD43A4,Nadir_Reflectance_Band6,0.1923,0.4172,8.3580,0.2249,0.3343,0.0037,0.0605,25,25,100.00
A2000131,2000-05-10,MCD43A4,Nadir_Reflectance_Band6,0.1910,0.4173,8.3655,0.2263,0.3346,0.0037,0.0605,25,25,100.00
A2000132,2000-05-11,MCD43A4,Nadir_Reflectance_Band6,0.1911,0.4177,8.3751,0.2266,0.3350,0.0037,0.0607,25,25,100.00
A2000133,2000-05-12,MCD43A4,Nadir_Reflectance_Band6,0.1894,0.4201,8.3576,0.2307,0.3343,0.0036,0.0603,25,25,100.00
A2000134,2000-05-13,MCD43A4,Nadir_Reflectance_Band6,0.1898,0.4208,8.3327,0.2310,0.3333,0.0035,0.0595,25,25,100.00
A2000135,2000-05-14,MCD43A4,Nadir_Reflectance_Band6,0.1961,0.4196,8.2850,0.2235,0.3314,0.0033,0.0571,25,25,100.00
A2000136,2000-05-15,MCD43A4,Nadir_Reflectance_Band6,0.2008,0.4119,8.1200,0.2111,0.3248,0.0032,0.0562,25,25,100.00
A2000137,2000-05-16,MCD43A4,Nadir_Reflectance_Band6,0.1948,0.4014,8.0352,0.2066,0.3214,0.0029,0.0540,25,25,100.00
A2000138,2000-05-17,MCD43A4,Nadir_Reflectance_Band6,0.1950,0.4017,8.0384,0.2067,0.3215,0.0029,0.0541,25,25,100.00
A2000139,2000-05-18,MCD43A4,Nadir_Reflectance_Band6,0.1951,0.4036,8.1209,0.2085,0.3248,0.0031,0.0555,25,25,100.00
A2000140,2000-05-19,MCD43A4,Nadir_Reflectance_Band6,0.1934,0.3986,8.0668,0.2052,0.3227,0.0030,0.0547,25,25,100.00
A2000141,2000-05-20,MCD43A4,Nadir_Reflectance_Band6,0.1793,0.3838,7.7496,0.2045,0.3100,0.0028,0.0526,25,25,100.00
A2000142,2000-05-21,MCD43A4,Nadir_Reflectance_Band6,0.1793,0.3793,7.7071,0.2000,0.3083,0.0025,0.0495,25,25,100.00
A2000143,2000-05-22,MCD43A4,Nadir_Reflectance_Band6,0.1792,0.3797,7.7137,0.2005,0.3085,0.0025,0.0497,25,25,100.00
A2000144,2000-05-23,MCD43A4,Nadir_Reflectance_Band6,0.1781,0.3788,7.7160,0.2007,0.3086,0.0025,0.0499,25,25,100.00
A2000145,2000-05-24,MCD43A4,Nadir_Reflectance_Band6,0.1957,0.3780,7.6908,0.1823,0.3076,0.0023,0.0477,25,25,100.00
A2000146,2000-05-25,MCD43A4,Nadir_Reflectance_Band6,0.1957,0.3771,7.6850,0.1814,0.3074,0.0023,0.0476,25,25,100.00
A2000147,2000-05-26,MCD43A4,Nadir_Reflectance_Band6,0.1778,0.3798,7.5978,0.2020,0.3039,0.0026,0.0506,25,25,100.00
A2000148,2000-05-27,MCD43A4,Nadir_Reflectance_Band6,0.1774,0.3793,7.5891,0.2019,0.3036,0.0025,0.0505,25,25,100.00
A2000149,2000-05-28,MCD43A4,Nadir_Reflectance_Band6,0.1813,0.3794,7.6874,0.1981,0.3075,0.0026,0.0513,25,25,100.00
A2000150,2000-05-29,MCD43A4,Nadir_Reflectance_Band6,0.1776,0.3756,7.6778,0.1980,0.3071,0.0026,0.0508,25,25,100.00
A2000151,2000-05-30,MCD43A4,Nadir_Reflectance_Band6,0.1784,0.3777,7.7481,0.1993,0.3099,0.0026,0.0511,25,25,100.00
A2000152,2000-05-31,MCD43A4,Nadir_Reflectance_Band6,0.1687,0.3791,7.7909,0.2104,0.3116,0.0026,0.0511,25,25,100.00
A2000153,2000-06-01,MCD43A4,Nadir_Reflectance_Band6,0.1655,0.3753,7.7316,0.2098,0.3093,0.0024,0.0488,25,25,100.00
A2000154,2000-06-02,MCD43A4,Nadir_Reflectance_Band6,0.1717,0.3759,7.8037,0.2042,0.3121,0.0023,0.0484,25,25,100.00
A2000155,2000-06-03,MCD43A4,Nadir_Reflectance_Band6,0.1715,0.3713,7.6988,0.1998,0.3080,0.0021,0.0453,25,25,100.00
A2000156,2000-06-04,MCD43A4,Nadir_Reflectance_Band6,0.1712,0.3732,7.7156,0.2020,0.3086,0.0021,0.0456,25,25,100.00
A2000157,2000-06-05,MCD43A4,Nadir_Reflectance_Band6,0.1722,0.4055,7.8825,0.2333,0.3153,0.0027,0.0519,25,25,100.00
A2000158,2000-06-06,MCD43A4,Nadir_Reflectance_Band6,0.1726,0.4022,7.8114,0.2296,0.3125,0.0028,0.0527,25,25,100.00
A2000159,2000-06-07,MCD43A4,Nadir_Reflectance_Band6,0.1723,0.4020,7.8075,0.2297,0.3123,0.0028,0.0529,25,25,100.00
A2000160,2000-06-08,MCD43A4,Nadir_Reflectance_Band6,0.1720,0.4018,7.8037,0.2298,0.3121,0.0028,0.0530,25,25,100.00
A2000161,2000-06-09,MCD43A4,Nadir_Reflectance_Band6,0.1717,0.4162,7.8326,0.2445,0.3133,0.0030,0.0547,25,25,100.00
A2000162,2000-06-10,MCD43A4,Nadir_Reflectance_Band6,0.1715,0.3960,7.6028,0.2245,0.3041,0.0024,0.0487,25,25,100.00
A2000163,2000-06-11,MCD43A4,Nadir_Reflectance_Band6,0.1627,0.3976,7.5765,0.2349,0.3031,0.0025,0.0502,25,25,100.00
A2000164,2000-06-12,MCD43A4,Nadir_Reflectance_Band6,0.1625,0.3810,7.5078,0.2185,0.3003,0.0023,0.0482,25,25,100.00
A2000165,2000-06-13,MCD43A4,Nadir_Reflectance_Band6,0.1546,0.3804,7.4288,0.2258,0.2972,0.0024,0.0488,25,25,100.00
A2000166,2000-06-14,MCD43A4,Nadir_Reflectance_Band6,0.1582,0.3744,7.3838,0.2162,0.2954,0.0024,0.0487,25,25,100.00
A2000167,2000-06-15,MCD43A4,Nadir_Reflectance_Band6,0.1536,0.3667,7.2299,0.2131,0.2892,0.0023,0.0481,25,25,100.00
A2000168,2000-06-16,MCD43A4,Nadir_Reflectance_Band6,0.1537,0.3665,7.2259,0.2128,0.2890,0.0023,0.0480,25,25,100.00
A2000169,2000-06-17,MCD43A4,Nadir_Reflectance_Band6,0.1532,0.3658,7.1956,0.2126,0.2878,0.0022,0.0469,25,25,100.00
A2000170,2000-06-18,MCD43A4,Nadir_Reflectance_Band6,0.1414,0.3630,7.1204,0.2216,0.2848,0.0026,0.0506,25,25,100.00
A2000171,2000-06-19,MCD43A4,Nadir_Reflectance_Band6,0.1456,0.3652,7.2497,0.2196,0.2900,0.0027,0.0522,25,25,100.00
A2000172,2000-06-20,MCD43A4,Nadir_Reflectance_Band6,0.1586,0.3653,7.2684,0.2067,0.2907,0.0025,0.0502,25,25,100.00
A2000173,2000-06-21,MCD43A4,Nadir_Reflectance_Band6,0.1581,0.3615,7.2160,0.2034,0.2886,0.0025,0.0497,25,25,100.00
A2000174,2000-06-22,MCD43A4,Nadir_Reflectance_Band6,0.1573,0.3624,7.1859,0.2051,0.2874,0.0024,0.0488,25,25,100.00
A2000175,2000-06-23,MCD43A4,Nadir_Reflectance_Band6,0.1627,0.3626,7.1780,0.1999,0.2871,0.0023,0.0478,25,25,100.00
A2000176,2000-06-24,MCD43A4,Nadir_Reflectance_Band6,0.1548,0.3607,7.1589,0.2059,0.2864,0.0023,0.0484,25,25,100.00
A2000177,2000-06-25,MCD43A4,Nadir_Reflectance_Band6,0.1549,0.3560,7.1508,0.2011,0.2860,0.0023,0.0480,25,25,100.00
A2000178,2000-06-26,MCD43A4,Nadir_Reflectance_Band6,0.1552,0.3543,7.1974,0.1991,0.2879,0.0025,0.0496,25,25,100.00
A2000179,2000-06-27,MCD43A4,Nadir_Reflectance_Band6,0.1552,0.3540,7.1956,0.1988,0.2878,0.0025,0.0495,25,25,100.00
A2000180,2000-06-28,MCD43A4,Nadir_Reflectance_Band6,0.1550,0.3581,7.1986,0.2031,0.2879,0.0024,0.0494,25,25,100.00
A2000181,2000-06-29,MCD43A4,Nadir_Reflectance_Band6,0.1547,0.3578,7.1952,0.2031,0.2878,0.0024,0.0494,25,25,100.00
A2000182,2000-06-30,MCD43A4,Nadir_Reflectance_Band6,0.1552,0.3574,7.0989,0.2022,0.2840,0.0027,0.0522,25,25,100.00
A2000183,2000-07-01,MCD43A4,Nadir_Reflectance_Band6,0.1548,0.3571,7.0945,0.2023,0.2838,0.0027,0.0522,25,25,100.00
A2000184,2000-07-02,MCD43A4,Nadir_Reflectance_Band6,0.1549,0.3570,7.0894,0.2021,0.2836,0.0027,0.0522,25,25,100.00
A2000185,2000-07-03,MCD43A4,Nadir_Reflectance_Band6,0.1469,0.3582,7.0050,0.2113,0.2802,0.0026,0.0506,25,25,100.00
A2000186,2000-07-04,MCD43A4,Nadir_Reflectance_Band6,0.1483,0.3506,7.0354,0.2023,0.2814,0.0025,0.0496,25,25,100.00
A2000187,2000-07-05,MCD43A4,Nadir_Reflectance_Band6,0.1419,0.3467,6.9436,0.2048,0.2777,0.0023,0.0481,25,25,100.00
A2000188,2000-07-06,MCD43A4,Nadir_Reflectance_Band6,0.1379,0.3466,6.8980,0.2087,0.2759,0.0024,0.0485,25,25,100.00
A2000189,2000-07-07,MCD43A4,Nadir_Reflectance_Band6,0.1389,0.3547,6.9173,0.2158,0.2767,0.0024,0.0488,25,25,100.00
A2000190,2000-07-08,MCD43A4,Nadir_Reflectance_Band6,0.1372,0.3543,6.9414,0.2171,0.2777,0.0023,0.0481,25,25,100.00
A2000191,2000-07-09,MCD43A4,Nadir_Reflectance_Band6,0.1353,0.3541,6.9211,0.2188,0.2768,0.0023,0.0483,25,25,100.00
A2000192,2000-07-10,MCD43A4,Nadir_Reflectance_Band6,0.1339,0.3531,6.8645,0.2192,0.2746,0.0023,0.0483,25,25,100.00
A2000193,2000-07-11,MCD43A4,Nadir_Reflectance_Band6,0.1368,0.3585,6.9051,0.2217,0.2762,0.0023,0.0477,25,25,100.00
A2000194,2000-07-12,MCD43A4,Nadir_Reflectance_Band6,0.1370,0.3585,6.9059,0.2215,0.2762,0.0023,0.0477,25,25,100.00
A2000195,2000-07-13,MCD43A4,Nadir_Reflectance_Band6,0.1374,0.3585,6.9043,0.2211,0.2762,0.0023,0.0475,25,25,100.00
A2000196,2000-07-14,MCD43A4,Nadir_Reflectance_Band6,0.1374,0.3585,6.9020,0.2211,0.2761,0.0022,0.0474,25,25,100.00
A2000197,2000-07-15,MCD43A4,Nadir_Reflectance_Band6,0.1408,0.3591,6.8907,0.2183,0.2756,0.0022,0.0467,25,25,100.00
A2000198,2000-07-16,MCD43A4,Nadir_Reflectance_Band6,0.1397,0.3602,6.9243,0.2205,0.2770,0.0022,0.0473,25,25,100.00
A2000199,2000-07-17,MCD43A4,Nadir_Reflectance_Band6,0.1450,0.3510,6.9453,0.2060,0.2778,0.0020,0.0450,25,25,100.00
A2000200,2000-07-18,MCD43A4,Nadir_Reflectance_Band6,0.1489,0.3507,6.9572,0.2018,0.2783,0.0019,0.0438,25,25,100.00
A2000201,2000-07-19,MCD43A4,Nadir_Reflectance_Band6,0.1551,0.3528,7.0570,0.1977,0.2823,0.0020,0.0446,25,25,100.00
A2000202,2000-07-20,MCD43A4,Nadir_Reflectance_Band6,0.1555,0.3470,7.0408,0.1915,0.2816,0.0019,0.0441,25,25,100.00
A2000203,2000-07-21,MCD43A4,Nadir_Reflectance_Band6,0.1521,0.3395,7.0908,0.1874,0.2836,0.0019,0.0441,25,25,100.00
A2000204,2000-07-22,MCD43A4,Nadir_Reflectance_Band6,0.1510,0.3376,7.0817,0.1866,0.2833,0.0020,0.0443,25,25,100.00
A2000205,2000-07-23,MCD43A4,Nadir_Reflectance_Band6,0.1535,0.3450,7.1702,0.1915,0.2868,0.0020,0.0449,25,25,100.00
A2000206,2000-07-24,MCD43A4,Nadir_Reflectance_Band6,0.1612,0.3489,7.2049,0.1877,0.2882,0.0019,0.0440,25,25,100.00
A2000207,2000-07-25,MCD43A4,Nadir_Reflectance_Band6,0.1612,0.3486,7.1311,0.1874,0.2852,0.0021,0.0456,25,25,100.00
A2000208,2000-07-26,MCD43A4,Nadir_Reflectance_Band6,0.1696,0.3572,7.2194,0.1876,0.2888,0.0022,0.0471,25,25,100.00
A2000209,2000-07-27,MCD43A4,Nadir_Reflectance_Band6,0.1680,0.3634,7.2876,0.1954,0.2915,0.0023,0.0481,25,25,100.00
A2000210,2000-07-28,MCD43A4,Nadir_Reflectance_Band6,0.1673,0.3639,7.3053,0.1966,0.2922,0.0023,0.0480,25,25,100.00
A2000211,2000-07-29,MCD43A4,Nadir_Reflectance_Band6,0.1676,0.3636,7.2968,0.1960,0.2919,0.0023,0.0480,25,25,100.00
A2000212,2000-07-30,MCD43A4,Nadir_Reflectance_Band6,0.1679,0.3632,7.2878,0.1953,0.2915,0.0023,0.0480,25,25,100.00
A2000213,2000-07-31,MCD43A4,Nadir_Reflectance_Band6,0.1690,0.3629,7.2715,0.1939,0.2909,0.0022,0.0473,25,25,100.00
A2000214,2000-08-01,MCD43A4,Nadir_Reflectance_Band6,0.1687,0.3621,7.2768,0.1934,0.2911,0.0023,0.0484,25,25,100.00
A2000215,2000-08-02,MCD43A4,Nadir_Reflectance_Band6,0.1635,0.3613,7.2634,0.1978,0.2905,0.0026,0.0508,25,25,100.00
A2000216,2000-08-03,MCD43A4,Nadir_Reflectance_Band6,0.1210,0.3634,7.2028,0.2424,0.2881,0.0034,0.0582,25,25,100.00
A2000217,2000-08-04,MCD43A4,Nadir_Reflectance_Band6,0.1204,0.3640,7.1962,0.2436,0.2878,0.0034,0.0581,25,25,100.00
A2000218,2000-08-05,MCD43A4,Nadir_Reflectance_Band6,0.1203,0.3635,7.1835,0.2432,0.2873,0.0034,0.0580,25,25,100.00
A2000219,2000-08-06,MCD43A4,Nadir_Reflectance_Band6,0.1831,0.3718,6.6777,0.1887,0.2903,0.0031,0.0554,25,23,92.00
A2000220,2000-08-07,MCD43A4,Nadir_Reflectance_Band6,0.1829,0.3709,6.6665,0.1880,0.2898,0.0031,0.0553,25,23,92.00
A2000221,2000-08-08,MCD43A4,Nadir_Reflectance_Band6,0.1828,0.3700,6.6545,0.1872,0.2893,0.0030,0.0552,25,23,92.00
A2000222,2000-08-09,MCD43A4,Nadir_Reflectance_Band6,0.1316,0.3616,4.8502,0.2300,0.2695,0.0035,0.0591,25,18,72.00
A2000223,2000-08-10,MCD43A4,Nadir_Reflectance_Band6,,,,,,,,25,0,0.00
A2000224,2000-08-11,MCD43A4,Nadir_Reflectance_Band6,,,,,,,,25,0,0.00
A2000225,2000-08-12,MCD43A4,Nadir_Reflectance_Band6,,,,,,,,25,0,0.00
A2000226,2000-08-13,MCD43A4,Nadir_Reflectance_Band6,,,,,,,,25,0,0.00
A2000227,2000-08-14,MCD43A4,Nadir_Reflectance_Band6,0.1358,0.2644,2.8550,0.1286,0.2196,0.0015,0.0391,25,13,52.00
A2000228,2000-08-15,MCD43A4,Nadir_Reflectance_Band6,0.1357,0.2642,2.8493,0.1285,0.2192,0.0015,0.0390,25,13,52.00
A2000229,2000-08-16,MCD43A4,Nadir_Reflectance_Band6,0.1356,0.2640,3.4680,0.1284,0.2167,0.0012,0.0339,25,16,64.00
A2000230,2000-08-17,MCD43A4,Nadir_Reflectance_Band6,0.1355,0.3041,3.6012,0.1686,0.2251,0.0016,0.0404,25,16,64.00
A2000231,2000-08-18,MCD43A4,Nadir_Reflectance_Band6,0.1412,0.3231,6.0107,0.1819,0.2404,0.0016,0.0405,25,25,100.00
A2000232,2000-08-19,MCD43A4,Nadir_Reflectance_Band6,0.1314,0.3209,5.9700,0.1895,0.2388,0.0019,0.0433,25,25,100.00
A2000233,2000-08-20,MCD43A4,Nadir_Reflectance_Band6,0.1312,0.3078,5.9414,0.1766,0.2377,0.0017,0.0408,25,25,100.00
A2000234,2000-08-21,MCD43A4,Nadir_Reflectance_Band6,0.1311,0.3070,5.9286,0.1759,0.2371,0.0017,0.0406,25,25,100.00
A2000235,2000-08-22,MCD43A4,Nadir_Reflectance_Band6,0.1308,0.3363,5.9100,0.2055,0.2364,0.0015,0.0389,25,25,100.00
A2000236,2000-08-23,MCD43A4,Nadir_Reflectance_Band6,0.1305,0.3347,5.8858,0.2042,0.2354,0.0015,0.0381,25,25,100.00
