MODIS_Date_AYYYYDDD,date,product,band,min,max,sum,range,mean,variance,standard_deviation,tot_pixels,pixels_pass_qa,per_cent_pixels_pass_qa
A2000070,2000-03-10,MCD43A4,Nadir_Reflectance_Band3,0.2927,0.6041,3.8307,0.3114,0.3831,0.0074,0.0862,25,10,40.00
A2000071,2000-03-11,MCD43A4,Nadir_Reflectance_Band3,0.2902,0.4652,1.7893,0.1750,0.3579,0.0040,0.0631,25,5,20.00
A2000072,2000-03-12,MCD43A4,Nadir_Reflectance_Band3,0.2903,0.4663,1.7915,0.1760,0.3583,0.0040,0.0635,25,5,20.00
A2000073,2000-03-13,MCD43A4,Nadir_Reflectance_Band3,,,,,,,,25,0,0.00
A2000074,2000-03-14,MCD43A4,Nadir_Reflectance_Band3,,,,,,,,25,0,0.00
A2000075,2000-03-15,MCD43A4,Nadir_Reflectance_Band3,,,,,,,,25,0,0.00
A2000076,2000-03-16,MCD43A4,Nadir_Reflectance_Band3,,,,,,,,25,0,0.00
A2000077,2000-03-17,MCD43A4,Nadir_Reflectance_Band3,0.0559,0.0570,0.1129,0.0011,0.0565,0.0000,0.0005,25,2,8.00
A2000078,2000-03-18,MCD43A4,Nadir_Reflectance_Band3,0.0566,0.0577,0.1143,0.0011,0.0571,0.0000,0.0005,25,2,8.00
A2000079,2000-03-19,MCD43A4,Nadir_Reflectance_Band3,0.0572,0.1058,1.2262,0.0486,0.0721,0.0002,0.0144,25,17,68.00
A2000080,2000-03-20,MCD43A4,Nadir_Reflectance_Band3,0.0578,0.1060,1.2296,0.0482,0.0723,0.0002,0.0144,25,17,68.00
A2000081,2000-03-21,MCD43A4,Nadir_Reflectance_Band3,0.0585,0.1062,1.2332,0.0477,0.0725,0.0002,0.0143,25,17,68.00
A2000082,2000-03-22,MCD43A4,Nadir_Reflectance_Band3,0.0591,0.1065,1.2364,0.0474,0.0727,0.0002,0.0143,25,17,68.00
A2000083,2000-03-23,MCD43A4,Nadir_Reflectance_Band3,0.0595,0.1067,1.2399,0.0472,0.0729,0.0002,0.0143,25,17,68.00
A2000084,2000-03-24,MCD43A4,Nadir_Reflectance_Band3,0.0579,0.1016,1.4690,0.0437,0.0735,0.0001,0.0119,25,20,80.00
A2000085,2000-03-25,MCD43A4,Nadir_Reflectance_Band3,0.0582,0.1016,1.4717,0.0434,0.0736,0.0001,0.0118,25,20,80.00
A2000086,2000-03-26,MCD43A4,Nadir_Reflectance_Band3,0.0584,0.0969,1.4819,0.0385,0.0741,0.0001,0.0120,25,20,80.00
A2000087,2000-03-27,MCD43A4,Nadir_Reflectance_Band3,0.0593,0.1000,1.5929,0.0407,0.0759,0.0002,0.0130,25,21,84.00
A2000088,2000-03-28,MCD43A4,Nadir_Reflectance_Band3,0.0594,0.1004,1.5952,0.0410,0.0760,0.0002,0.0131,25,21,84.00
A2000089,2000-03-29,MCD43A4,Nadir_Reflectance_Band3,0.0587,0.0985,1.8447,0.0398,0.0769,0.0002,0.0131,25,24,96.00
A2000090,2000-03-30,MCD43A4,Nadir_Reflectance_Band3,0.0587,0.0988,1.8474,0.0401,0.0770,0.0002,0.0132,25,24,96.00
A2000091,2000-03-31,MCD43A4,Nadir_Reflectance_Band3,0.0553,0.0988,1.8187,0.0435,0.0758,0.0002,0.0135,25,24,96.00
A2000092,2000-04-01,MCD43A4,Nadir_Reflectance_Band3,0.0554,0.0991,1.8222,0.0437,0.0759,0.0002,0.0136,25,24,96.00
A2000093,2000-04-02,MCD43A4,Nadir_Reflectance_Band3,0.0589,0.0993,1.8377,0.0404,0.0766,0.0002,0.0133,25,24,96.00
A2000094,2000-04-03,MCD43A4,Nadir_Reflectance_Band3,0.0583,0.0970,1.9157,0.0387,0.0766,0.0002,0.0132,25,25,100.00
A2000095,2000-04-04,MCD43A4,Nadir_Reflectance_Band3,0.0600,0.0970,1.9306,0.0370,0.0772,0.0002,0.0129,25,25,100.00
A2000096,2000-04-05,MCD43A4,Nadir_Reflectance_Band3,0.0604,0.0971,1.9371,0.0367,0.0775,0.0002,0.0127,25,25,100.00
A2000097,2000-04-06,MCD43A4,Nadir_Reflectance_Band3,0.0585,0.0973,1.9471,0.0388,0.0779,0.0002,0.0131,25,25,100.00
A2000098,2000-04-07,MCD43A4,Nadir_Reflectance_Band3,0.0586,0.0975,1.9528,0.0389,0.0781,0.0002,0.0132,25,25,100.00
A2000099,2000-04-08,MCD43A4,Nadir_Reflectance_Band3,0.0594,0.0985,1.9519,0.0391,0.0781,0.0002,0.0129,25,25,100.00
A2000100,2000-04-09,MCD43A4,Nadir_Reflectance_Band3,0.0597,0.0996,1.9770,0.0399,0.0791,0.0002,0.0128,25,25,100.00
A2000101,2000-04-10,MCD43A4,Nadir_Reflectance_Band3,0.0606,0.0998,1.9836,0.0392,0.0793,0.0002,0.0128,25,25,100.00
A2000102,2000-04-11,MCD43A4,Nadir_Reflectance_Band3,0.0620,0.0994,1.9911,0.0374,0.0796,0.0002,0.0125,25,25,100.00
A2000103,2000-04-12,MCD43A4,Nadir_Reflectance_Band3,0.0625,0.0993,1.9860,0.0368,0.0794,0.0001,0.0121,25,25,100.00
A2000104,2000-04-13,MCD43A4,Nadir_Reflectance_Band3,0.0625,0.0996,1.9899,0.0371,0.0796,0.0001,0.0121,25,25,100.00
A2000105,2000-04-14,MCD43A4,Nadir_Reflectance_Band3,0.0638,0.1002,2.0322,0.0364,0.0813,0.0002,0.0128,25,25,100.00
A2000106,2000-04-15,MCD43A4,Nadir_Reflectance_Band3,0.0639,0.1005,2.0358,0.0366,0.0814,0.0002,0.0129,25,25,100.00
A2000107,2000-04-16,MCD43A4,Nadir_Reflectance_Band3,0.0629,0.1057,1.8595,0.0428,0.0808,0.0002,0.0138,25,23,92.00
A2000108,2000-04-17,MCD43A4,Nadir_Reflectance_Band3,0.0628,0.1059,1.8621,0.0431,0.0810,0.0002,0.0139,25,23,92.00
A2000109,2000-04-18,MCD43A4,Nadir_Reflectance_Band3,0.0627,0.1062,1.8642,0.0435,0.0811,0.0002,0.0139,25,23,92.00
A2000110,2000-04-19,MCD43A4,Nadir_Reflectance_Band3,0.0613,0.1052,1.8565,0.0439,0.0807,0.0002,0.0143,25,23,92.00
A2000111,2000-04-20,MCD43A4,Nadir_Reflectance_Band3,0.0578,0.1077,1.6772,0.0499,0.0799,0.0003,0.0159,25,21,84.00
A2000112,2000-04-21,MCD43A4,Nadir_Reflectance_Band3,0.0567,0.1045,1.4565,0.0478,0.0809,0.0002,0.0152,25,18,72.00
A2000113,2000-04-22,MCD43A4,Nadir_Reflectance_Band3,0.0567,0.1049,1.4576,0.0482,0.0810,0.0002,0.0153,25,18,72.00
A2000114,2000-04-23,MCD43A4,Nadir_Reflectance_Band3,0.0499,0.1024,1.7155,0.0525,0.0780,0.0003,0.0173,25,22,88.00
A2000115,2000-04-24,MCD43A4,Nadir_Reflectance_Band3,0.0457,0.1001,1.8644,0.0544,0.0746,0.0003,0.0164,25,25,100.00
A2000116,2000-04-25,MCD43A4,Nadir_Reflectance_Band3,0.0457,0.1002,1.8741,0.0545,0.0750,0.0003,0.0164,25,25,100.00
A2000117,2000-04-26,MCD43A4,Nadir_Reflectance_Band3,0.0454,0.0989,1.8503,0.0535,0.0740,0.0003,0.0165,25,25,100.00
A2000118,2000-04-27,MCD43A4,Nadir_Reflectance_Band3,0.0455,0.0989,1.8528,0.0534,0.0741,0.0003,0.0165,25,25,100.00
A2000119,2000-04-28,MCD43A4,Nadir_Reflectance_Band3,0.0442,0.0989,1.8321,0.0547,0.0733,0.0003,0.0176,25,25,100.00
A2000120,2000-04-29,MCD43A4,Nadir_Reflectance_Band3,0.0490,0.1034,1.8706,0.0544,0.0748,0.0003,0.0178,25,25,100.00
A2000121,2000-04-30,MCD43A4,Nadir_Reflectance_Band3,0.0451,0.0990,1.8512,0.0539,0.0740,0.0003,0.0176,25,25,100.00
A2000122,2000-05-01,MCD43A4,Nadir_Reflectance_Band3,0.0453,0.0990,1.8539,0.0537,0.0742,0.0003,0.0176,25,25,100.00
A2000123,2000-05-02,MCD43A4,Nadir_Reflectance_Band3,0.0453,0.0995,1.8503,0.0542,0.0740,0.0003,0.0170,25,25,100.00
A2000124,2000-05-03,MCD43A4,Nadir_Reflectance_Band3,0.0456,0.0996,1.8511,0.0540,0.0740,0.0003,0.0173,25,25,100.00
A2000125,2000-05-04,MCD43A4,Nadir_Reflectance_Band3,0.0454,0.0980,1.8201,0.0526,0.0728,0.0003,0.0164,25,25,100.00
A2000126,2000-05-05,MCD43A4,Nadir_Reflectance_Band3,0.0454,0.0983,1.8215,0.0529,0.0729,0.0003,0.0164,25,25,100.00
A2000127,2000-05-06,MCD43A4,Nadir_Reflectance_Band3,0.0455,0.0986,1.8226,0.0531,0.0729,0.0003,0.0164,25,25,100.00
A2000128,2000-05-07,MCD43A4,Nadir_Reflectance_Band3,0.0456,0.0989,1.8241,0.0533,0.0730,0.0003,0.0164,25,25,100.00
A2000129,2000-05-08,MCD43A4,Nadir_Reflectance_Band3,0.0458,0.0980,1.8219,0.0522,0.0729,0.0003,0.0159,25,25,100.00
A2000130,2000-05-09,MCD43A4,Nadir_Reflectance_Band3,0.0470,0.0943,1.8132,0.0473,0.0725,0.0002,0.0148,25,25,100.00
A2000131,2000-05-10,MCD43A4,Nadir_Reflectance_Band3,0.0460,0.0941,1.8159,0.0481,0.0726,0.0002,0.0149,25,25,100.00
A2000132,2000-05-11,MCD43A4,Nadir_Reflectance_Band3,0.0460,0.0940,1.8080,0.0480,0.0723,0.0002,0.0148,25,25,100.00
A2000133,2000-05-12,MCD43A4,Nadir_Reflectance_Band3,0.0464,0.0945,1.8065,0.0481,0.0723,0.0002,0.0147,25,25,100.00
A2000134,2000-05-13,MCD43A4,Nadir_Reflectance_Band3,0.0464,0.0942,1.8133,0.0478,0.0725,0.0002,0.0148,25,25,100.00
A2000135,2000-05-14,MCD43A4,Nadir_Reflectance_Band3,0.0469,0.0956,1.8007,0.0487,0.0720,0.0002,0.0147,25,25,100.00
A2000136,2000-05-15,MCD43A4,Nadir_Reflectance_Band3,0.0446,0.1006,1.7337,0.0560,0.0693,0.0002,0.0155,25,25,100.00
A2000137,2000-05-16,MCD43A4,Nadir_Reflectance_Band3,0.0445,0.0944,1.6956,0.0499,0.0678,0.0002,0.0152,25,25,100.00
A2000138,2000-05-17,MCD43A4,Nadir_Reflectance_Band3,0.0444,0.0946,1.6943,0.0502,0.0678,0.0002,0.0152,25,25,100.00
A2000139,2000-05-18,MCD43A4,Nadir_Reflectance_Band3,0.0443,0.0948,1.6989,0.0505,0.0680,0.0002,0.0151,25,25,100.00
A2000140,2000-05-19,MCD43A4,Nadir_Reflectance_Band3,0.0434,0.0954,1.6979,0.0520,0.0679,0.0002,0.0155,25,25,100.00
A2000141,2000-05-20,MCD43A4,Nadir_Reflectance_Band3,0.0393,0.0898,1.6003,0.0505,0.0640,0.0002,0.0156,25,25,100.00
A2000142,2000-05-21,MCD43A4,Nadir_Reflectance_Band3,0.0401,0.0837,1.5620,0.0436,0.0625,0.0002,0.0149,25,25,100.00
A2000143,2000-05-22,MCD43A4,Nadir_Reflectance_Band3,0.0402,0.0838,1.5619,0.0436,0.0625,0.0002,0.0148,25,25,100.00
A2000144,2000-05-23,MCD43A4,Nadir_Reflectance_Band3,0.0401,0.0838,1.5614,0.0437,0.0625,0.0002,0.0148,25,25,100.00
A2000145,2000-05-24,MCD43A4,Nadir_Reflectance_Band3,0.0389,0.0814,1.5266,0.0425,0.0611,0.0002,0.0142,25,25,100.00
A2000146,2000-05-25,MCD43A4,Nadir_Reflectance_Band3,0.0387,0.0812,1.5289,0.0425,0.0612,0.0002,0.0142,25,25,100.00
A2000147,2000-05-26,MCD43A4,Nadir_Reflectance_Band3,0.0367,0.0877,1.5638,0.0510,0.0626,0.0002,0.0157,25,25,100.00
A2000148,2000-05-27,MCD43A4,Nadir_Reflectance_Band3,0.0366,0.0875,1.5610,0.0509,0.0624,0.0002,0.0157,25,25,100.00
A2000149,2000-05-28,MCD43A4,Nadir_Reflectance_Band3,0.0363,0.0880,1.5679,0.0517,0.0627,0.0002,0.0155,25,25,100.00
A2000150,2000-05-29,MCD43A4,Nadir_Reflectance_Band3,0.0366,0.0841,1.5251,0.0475,0.0610,0.0002,0.0137,25,25,100.00
A2000151,2000-05-30,MCD43A4,Nadir_Reflectance_Band3,0.0371,0.0855,1.5232,0.0484,0.0609,0.0002,0.0137,25,25,100.00
A2000152,2000-05-31,MCD43A4,Nadir_Reflectance_Band3,0.0404,0.0830,1.5371,0.0426,0.0615,0.0002,0.0125,25,25,100.00
A2000153,2000-06-01,MCD43A4,Nadir_Reflectance_Band3,0.0407,0.0800,1.5029,0.0393,0.0601,0.0001,0.0115,25,25,100.00
A2000154,2000-06-02,MCD43A4,Nadir_Reflectance_Band3,0.0406,0.0828,1.5230,0.0422,0.0609,0.0001,0.0119,25,25,100.00
A2000155,2000-06-03,MCD43A4,Nadir_Reflectance_Band3,0.0404,0.0831,1.4854,0.0427,0.0594,0.0001,0.0114,25,25,100.00
A2000156,2000-06-04,MCD43A4,Nadir_Reflectance_Band3,0.0403,0.0838,1.4887,0.0435,0.0595,0.0001,0.0114,25,25,100.00
A2000157,2000-06-05,MCD43A4,Nadir_Reflectance_Band3,0.0391,0.0882,1.4723,0.0491,0.0589,0.0002,0.0125,25,25,100.00
A2000158,2000-06-06,MCD43A4,Nadir_Reflectance_Band3,0.0387,0.0877,1.4632,0.0490,0.0585,0.0002,0.0124,25,25,100.00
A2000159,2000-06-07,MCD43A4,Nadir_Reflectance_Band3,0.0386,0.0877,1.4628,0.0491,0.0585,0.0002,0.0124,25,25,100.00
A2000160,2000-06-08,MCD43A4,Nadir_Reflectance_Band3,0.0384,0.0877,1.4625,0.0493,0.0585,0.0002,0.0125,25,25,100.00
A2000161,2000-06-09,MCD43A4,Nadir_Reflectance_Band3,0.0383,0.0876,1.4617,0.0493,0.0585,0.0002,0.0125,25,25,100.00
A2000162,2000-06-10,MCD43A4,Nadir_Reflectance_Band3,0.0382,0.0804,1.4000,0.0422,0.0560,0.0001,0.0108,25,25,100.00
A2000163,2000-06-11,MCD43A4,Nadir_Reflectance_Band3,0.0389,0.0802,1.4146,0.0413,0.0566,0.0001,0.0107,25,25,100.00
A2000164,2000-06-12,MCD43A4,Nadir_Reflectance_Band3,0.0362,0.0788,1.3574,0.0426,0.0543,0.0001,0.0111,25,25,100.00
A2000165,2000-06-13,MCD43A4,Nadir_Reflectance_Band3,0.0361,0.0788,1.3533,0.0427,0.0541,0.0001,0.0111,25,25,100.00
A2000166,2000-06-14,MCD43A4,Nadir_Reflectance_Band3,0.0344,0.0771,1.3299,0.0427,0.0532,0.0001,0.0112,25,25,100.00
A2000167,2000-06-15,MCD43A4,Nadir_Reflectance_Band3,0.0335,0.0741,1.2954,0.0406,0.0518,0.0001,0.0109,25,25,100.00
A2000168,2000-06-16,MCD43A4,Nadir_Reflectance_Band3,0.0335,0.0739,1.2936,0.0404,0.0517,0.0001,0.0108,25,25,100.00
A2000169,2000-06-17,MCD43A4,Nadir_Reflectance_Band3,0.0344,0.0737,1.2963,0.0393,0.0519,0.0001,0.0107,25,25,100.00
A2000170,2000-06-18,MCD43A4,Nadir_Reflectance_Band3,0.0328,0.0736,1.2715,0.0408,0.0509,0.0001,0.0116,25,25,100.00
A2000171,2000-06-19,MCD43A4,Nadir_Reflectance_Band3,0.0328,0.0689,1.2989,0.0361,0.0520,0.0001,0.0110,25,25,100.00
A2000172,2000-06-20,MCD43A4,Nadir_Reflectance_Band3,0.0333,0.0684,1.2973,0.0351,0.0519,0.0001,0.0112,25,25,100.00
A2000173,2000-06-21,MCD43A4,Nadir_Reflectance_Band3,0.0315,0.0666,1.2646,0.0351,0.0506,0.0001,0.0107,25,25,100.00
A2000174,2000-06-22,MCD43A4,Nadir_Reflectance_Band3,0.0320,0.0667,1.2588,0.0347,0.0504,0.0001,0.0105,25,25,100.00
A2000175,2000-06-23,MCD43A4,Nadir_Reflectance_Band3,0.0321,0.0668,1.2743,0.0347,0.0510,0.0001,0.0100,25,25,100.00
A2000176,2000-06-24,MCD43A4,Nadir_Reflectance_Band3,0.0332,0.0668,1.2804,0.0336,0.0512,0.0001,0.0105,25,25,100.00
A2000177,2000-06-25,MCD43A4,Nadir_Reflectance_Band3,0.0332,0.0672,1.2821,0.0340,0.0513,0.0001,0.0106,25,25,100.00
A2000178,2000-06-26,MCD43A4,Nadir_Reflectance_Band3,0.0333,0.0683,1.2917,0.0350,0.0517,0.0001,0.0111,25,25,100.00
A2000179,2000-06-27,MCD43A4,Nadir_Reflectance_Band3,0.0335,0.0683,1.2920,0.0348,0.0517,0.0001,0.0111,25,25,100.00
A2000180,2000-06-28,MCD43A4,Nadir_Reflectance_Band3,0.0337,0.0707,1.2751,0.0370,0.0510,0.0001,0.0104,25,25,100.00
A2000181,2000-06-29,MCD43A4,Nadir_Reflectance_Band3,0.0337,0.0706,1.2764,0.0369,0.0511,0.0001,0.0104,25,25,100.00
A2000182,2000-06-30,MCD43A4,Nadir_Reflectance_Band3,0.0342,0.0705,1.2796,0.0363,0.0512,0.0001,0.0101,25,25,100.00
A2000183,2000-07-01,MCD43A4,Nadir_Reflectance_Band3,0.0341,0.0705,1.2786,0.0364,0.0511,0.0001,0.0102,25,25,100.00
A2000184,2000-07-02,MCD43A4,Nadir_Reflectance_Band3,0.0341,0.0704,1.2776,0.0363,0.0511,0.0001,0.0101,25,25,100.00
A2000185,2000-07-03,MCD43A4,Nadir_Reflectance_Band3,0.0331,0.0686,1.2476,0.0355,0.0499,0.0001,0.0105,25,25,100.00
A2000186,2000-07-04,MCD43A4,Nadir_Reflectance_Band3,0.0336,0.0709,1.2759,0.0373,0.0510,0.0001,0.0113,25,25,100.00
A2000187,2000-07-05,MCD43A4,Nadir_Reflectance_Band3,0.0335,0.0701,1.2276,0.0366,0.0491,0.0001,0.0109,25,25,100.00
A2000188,2000-07-06,MCD43A4,Nadir_Reflectance_Band3,0.0331,0.0713,1.2171,0.0382,0.0487,0.0001,0.0107,25,25,100.00
A2000189,2000-07-07,MCD43A4,Nadir_Reflectance_Band3,0.0330,0.0668,1.2130,0.0338,0.0485,0.0001,0.0103,25,25,100.00
A2000190,2000-07-08,MCD43A4,Nadir_Reflectance_Band3,0.0322,0.0662,1.2013,0.0340,0.0481,0.0001,0.0101,25,25,100.00
A2000191,2000-07-09,MCD43A4,Nadir_Reflectance_Band3,0.0315,0.0662,1.1907,0.0347,0.0476,0.0001,0.0104,25,25,100.00
A2000192,2000-07-10,MCD43A4,Nadir_Reflectance_Band3,0.0314,0.0669,1.1850,0.0355,0.0474,0.0001,0.0102,25,25,100.00
A2000193,2000-07-11,MCD43A4,Nadir_Reflectance_Band3,0.0300,0.0689,1.1818,0.0389,0.0473,0.0001,0.0115,25,25,100.00
A2000194,2000-07-12,MCD43A4,Nadir_Reflectance_Band3,0.0299,0.0689,1.1802,0.0390,0.0472,0.0001,0.0116,25,25,100.00
A2000195,2000-07-13,MCD43A4,Nadir_Reflectance_Band3,0.0300,0.0690,1.1807,0.0390,0.0472,0.0001,0.0115,25,25,100.00
A2000196,2000-07-14,MCD43A4,Nadir_Reflectance_Band3,0.0300,0.0691,1.1805,0.0391,0.0472,0.0001,0.0115,25,25,100.00
A2000197,2000-07-15,MCD43A4,Nadir_Reflectance_Band3,0.0296,0.0696,1.1794,0.0400,0.0472,0.0001,0.0117,25,25,100.00
A2000198,2000-07-16,MCD43A4,Nadir_Reflectance_Band3,0.0295,0.0703,1.1892,0.0408,0.0476,0.0001,0.0122,25,25,100.00
A2000199,2000-07-17,MCD43A4,Nadir_Reflectance_Band3,0.0314,0.0683,1.2074,0.0369,0.0483,0.0001,0.0119,25,25,100.00
A2000200,2000-07-18,MCD43A4,Nadir_Reflectance_Band3,0.0321,0.0682,1.2091,0.0361,0.0484,0.0001,0.0120,25,25,100.00
A2000201,2000-07-19,MCD43A4,Nadir_Reflectance_Band3,0.0324,0.0708,1.2394,0.0384,0.0496,0.0002,0.0126,25,25,100.00
A2000202,2000-07-20,MCD43A4,Nadir_Reflectance_Band3,0.0325,0.0709,1.2410,0.0384,0.0496,0.0002,0.0127,25,25,100.00
A2000203,2000-07-21,MCD43A4,Nadir_Reflectance_Band3,0.0335,0.0762,1.3136,0.0427,0.0525,0.0002,0.0127,25,25,100.00
A2000204,2000-07-22,MCD43A4,Nadir_Reflectance_Band3,0.0336,0.0760,1.3158,0.0424,0.0526,0.0002,0.0128,25,25,100.00
A2000205,2000-07-23,MCD43A4,Nadir_Reflectance_Band3,0.0342,0.0783,1.3704,0.0441,0.0548,0.0002,0.0139,25,25,100.00
A2000206,2000-07-24,MCD43A4,Nadir_Reflectance_Band3,0.0373,0.0781,1.3713,0.0408,0.0549,0.0002,0.0135,25,25,100.00
A2000207,2000-07-25,MCD43A4,Nadir_Reflectance_Band3,0.0363,0.0785,1.3537,0.0422,0.0541,0.0002,0.0135,25,25,100.00
A2000208,2000-07-26,MCD43A4,Nadir_Reflectance_Band3,0.0363,0.0797,1.3762,0.0434,0.0550,0.0002,0.0137,25,25,100.00
A2000209,2000-07-27,MCD43A4,Nadir_Reflectance_Band3,0.0334,0.0817,1.3684,0.0483,0.0547,0.0002,0.0139,25,25,100.00
A2000210,2000-07-28,MCD43A4,Nadir_Reflectance_Band3,0.0335,0.0757,1.3310,0.0422,0.0532,0.0002,0.0129,25,25,100.00
A2000211,2000-07-29,MCD43A4,Nadir_Reflectance_Band3,0.0334,0.0753,1.3278,0.0419,0.0531,0.0002,0.0129,25,25,100.00
A2000212,2000-07-30,MCD43A4,Nadir_Reflectance_Band3,0.0333,0.0749,1.3244,0.0416,0.0530,0.0002,0.0128,25,25,100.00
A2000213,2000-07-31,MCD43A4,Nadir_Reflectance_Band3,0.0365,0.0781,1.3435,0.0416,0.0537,0.0002,0.0129,25,25,100.00
A2000214,2000-08-01,MCD43A4,Nadir_Reflectance_Band3,0.0362,0.0778,1.3374,0.0416,0.0535,0.0002,0.0128,25,25,100.00
A2000215,2000-08-02,MCD43A4,Nadir_Reflectance_Band3,0.0352,0.0749,1.3217,0.0397,0.0529,0.0002,0.0133,25,25,100.00
A2000216,2000-08-03,MCD43A4,Nadir_Reflectance_Band3,0.0290,0.0730,1.2800,0.0440,0.0512,0.0002,0.0132,25,25,100.00
A2000217,2000-08-04,MCD43A4,Nadir_Reflectance_Band3,0.0290,0.0729,1.2770,0.0439,0.0511,0.0002,0.0132,25,25,100.00
A2000218,2000-08-05,MCD43A4,Nadir_Reflectance_Band3,0.0289,0.0727,1.2741,0.0438,0.0510,0.0002,0.0131,25,25,100.00
A2000219,2000-08-06,MCD43A4,Nadir_Reflectance_Band3,0.0288,0.0735,1.2148,0.0447,0.0506,0.0002,0.0139,25,24,96.00
A2000220,2000-08-07,MCD43A4,Nadir_Reflectance_Band3,0.0288,0.0733,1.2118,0.0445,0.0505,0.0002,0.0139,25,24,96.00
A2000221,2000-08-08,MCD43A4,Nadir_Reflectance_Band3,0.0287,0.0731,1.2084,0.0444,0.0503,0.0002,0.0138,25,24,96.00
A2000222,2000-08-09,MCD43A4,Nadir_Reflectance_Band3,0.0287,0.0729,1.1885,0.0442,0.0495,0.0002,0.0135,25,24,96.00
A2000223,2000-08-10,MCD43A4,Nadir_Reflectance_Band3,,,,,,,,25,0,0.00
A2000224,2000-08-11,MCD43A4,Nadir_Reflectance_Band3,,,,,,,,25,0,0.00
A2000225,2000-08-12,MCD43A4,Nadir_Reflectance_Band3,,,,,,,,25,0,0.00
A2000226,2000-08-13,MCD43A4,Nadir_Reflectance_Band3,,,,,,,,25,0,0.00
A2000227,2000-08-14,MCD43A4,Nadir_Reflectance_Band3,0.0221,0.0543,0.6848,0.0322,0.0380,0.0001,0.0102,25,18,72.00
A2000228,2000-08-15,MCD43A4,Nadir_Reflectance_Band3,0.0220,0.0541,0.6828,0.0321,0.0379,0.0001,0.0101,25,18,72.00
A2000229,2000-08-16,MCD43A4,Nadir_Reflectance_Band3,0.0219,0.0580,0.7969,0.0361,0.0398,0.0001,0.0112,25,20,80.00
A2000230,2000-08-17,MCD43A4,Nadir_Reflectance_Band3,0.0217,0.0578,0.7948,0.0361,0.0397,0.0001,0.0112,25,20,80.00
A2000231,2000-08-18,MCD43A4,Nadir_Reflectance_Band3,0.0245,0.0664,1.0352,0.0419,0.0414,0.0001,0.0118,25,25,100.00
A2000232,2000-08-19,MCD43A4,Nadir_Reflectance_Band3,0.0262,0.0728,1.0771,0.0466,0.0431,0.0001,0.0122,25,25,100.00
A2000233,2000-08-20,MCD43A4,Nadir_Reflectance_Band3,0.0262,0.0644,1.0663,0.0382,0.0427,0.0001,0.0115,25,25,100.00
A2000234,2000-08-21,MCD43A4,Nadir_Reflectance_Band3,0.0263,0.0642,1.0616,0.0379,0.0425,0.0001,0.0114,25,25,100.00
A2000235,2000-08-22,MCD43A4,Nadir_Reflectance_Band3,0.0262,0.0625,1.0318,0.0363,0.0413,0.0001,0.0103,25,25,100.00
A2000236,2000-08-23,MCD43A4,Nadir_Reflectance_Band3,0.0262,0.0625,1.0287,0.0363,0.0411,0.0001,0.0101,25,25,100.00
