"","Site","lat","lon","date","Year","month","NDVI"
"15807","YS",36.2,118.64,1984-08-08,1984,8,0.7075
"15808","YS",36.2,118.64,1984-08-21,1984,8,0.6692
"15809","YS",36.2,118.64,1984-09-08,1984,9,0.5135
"15810","YS",36.2,118.64,1984-09-21,1984,9,0.3878
"15811","YS",36.2,118.64,1984-10-08,1984,10,0.3645
"15812","YS",36.2,118.64,1984-10-21,1984,10,0.2746
"15813","YS",36.2,118.64,1984-11-08,1984,11,0.2288
"15814","YS",36.2,118.64,1984-11-21,1984,11,0.1589
"15815","YS",36.2,118.64,1984-12-08,1984,12,0.178
"15816","YS",36.2,118.64,1984-12-21,1984,12,0.2063
"15817","YS",36.2,118.64,1985-01-08,1985,1,0.2263
"15818","YS",36.2,118.64,1985-01-21,1985,1,0.1714
"15819","YS",36.2,118.64,1985-02-08,1985,2,0.1364
"15820","YS",36.2,118.64,1985-02-21,1985,2,0.1564
"15821","YS",36.2,118.64,1985-03-08,1985,3,0.1522
"15822","YS",36.2,118.64,1985-03-21,1985,3,0.2346
"15823","YS",36.2,118.64,1985-04-08,1985,4,0.3112
"15824","YS",36.2,118.64,1985-04-21,1985,4,0.3037
"15825","YS",36.2,118.64,1985-05-08,1985,5,0.397
"15826","YS",36.2,118.64,1985-05-21,1985,5,0.4003
"15827","YS",36.2,118.64,1985-06-08,1985,6,0.4419
"15828","YS",36.2,118.64,1985-06-21,1985,6,0.4278
"15829","YS",36.2,118.64,1985-07-08,1985,7,0.422
"15830","YS",36.2,118.64,1985-07-21,1985,7,0.5177
"15831","YS",36.2,118.64,1985-08-08,1985,8,0.6875
"15832","YS",36.2,118.64,1985-08-21,1985,8,0.6734
"15833","YS",36.2,118.64,1985-09-08,1985,9,0.6809
"15834","YS",36.2,118.64,1985-09-21,1985,9,0.6201
"15835","YS",36.2,118.64,1985-10-08,1985,10,0.4519
"15836","YS",36.2,118.64,1985-10-21,1985,10,0.3054
"15837","YS",36.2,118.64,1985-11-08,1985,11,0.2679
"15838","YS",36.2,118.64,1985-11-21,1985,11,0.2213
"15839","YS",36.2,118.64,1985-12-08,1985,12,0.2455
"15840","YS",36.2,118.64,1985-12-21,1985,12,0.1456
"15841","YS",36.2,118.64,1986-01-08,1986,1,0.1605
"15842","YS",36.2,118.64,1986-01-21,1986,1,0.1897
"15843","YS",36.2,118.64,1986-02-08,1986,2,0.223
"15844","YS",36.2,118.64,1986-02-21,1986,2,0.2113
"15845","YS",36.2,118.64,1986-03-08,1986,3,0.2005
"15846","YS",36.2,118.64,1986-03-21,1986,3,0.2238
"15847","YS",36.2,118.64,1986-04-08,1986,4,0.2654
"15848","YS",36.2,118.64,1986-04-21,1986,4,0.2763
"15849","YS",36.2,118.64,1986-05-08,1986,5,0.5052
"15850","YS",36.2,118.64,1986-05-21,1986,5,0.3778
"15851","YS",36.2,118.64,1986-06-08,1986,6,0.337
"15852","YS",36.2,118.64,1986-06-21,1986,6,0.4003
"15853","YS",36.2,118.64,1986-07-08,1986,7,0.4969
"15854","YS",36.2,118.64,1986-07-21,1986,7,0.571
"15855","YS",36.2,118.64,1986-08-08,1986,8,0.6725
"15856","YS",36.2,118.64,1986-08-21,1986,8,0.7317
"15857","YS",36.2,118.64,1986-09-08,1986,9,0.5244
"15858","YS",36.2,118.64,1986-09-21,1986,9,0.6334
"15859","YS",36.2,118.64,1986-10-08,1986,10,0.3564
"15860","YS",36.2,118.64,1986-10-21,1986,10,0.2671
"15861","YS",36.2,118.64,1986-11-08,1986,11,0.2355
"15862","YS",36.2,118.64,1986-11-21,1986,11,0.2321
"15863","YS",36.2,118.64,1986-12-08,1986,12,0.2288
"15864","YS",36.2,118.64,1986-12-21,1986,12,0.1414
"15865","YS",36.2,118.64,1987-01-08,1987,1,0.1647
"15866","YS",36.2,118.64,1987-01-21,1987,1,0.2346
"15867","YS",36.2,118.64,1987-02-08,1987,2,0.218
"15868","YS",36.2,118.64,1987-02-21,1987,2,0.2038
"15869","YS",36.2,118.64,1987-03-08,1987,3,0.1814
"15870","YS",36.2,118.64,1987-03-21,1987,3,0.208
"15871","YS",36.2,118.64,1987-04-08,1987,4,0.2896
"15872","YS",36.2,118.64,1987-04-21,1987,4,0.3046
"15873","YS",36.2,118.64,1987-05-08,1987,5,0.4769
"15874","YS",36.2,118.64,1987-05-21,1987,5,0.4636
"15875","YS",36.2,118.64,1987-06-08,1987,6,0.4369
"15876","YS",36.2,118.64,1987-06-21,1987,6,0.3995
"15877","YS",36.2,118.64,1987-07-08,1987,7,0.5035
"15878","YS",36.2,118.64,1987-07-21,1987,7,0.5335
"15879","YS",36.2,118.64,1987-08-08,1987,8,0.6834
"15880","YS",36.2,118.64,1987-08-21,1987,8,0.6176
"15881","YS",36.2,118.64,1987-09-08,1987,9,0.6059
"15882","YS",36.2,118.64,1987-09-21,1987,9,0.4353
"15883","YS",36.2,118.64,1987-10-08,1987,10,0.3587
"15884","YS",36.2,118.64,1987-10-21,1987,10,0.3162
"15885","YS",36.2,118.64,1987-11-08,1987,11,0.2921
"15886","YS",36.2,118.64,1987-11-21,1987,11,0.213
"15887","YS",36.2,118.64,1987-12-08,1987,12,0.2205
"15888","YS",36.2,118.64,1987-12-21,1987,12,0.2097
"15889","YS",36.2,118.64,1988-01-08,1988,1,0.1572
"15890","YS",36.2,118.64,1988-01-21,1988,1,0.1855
"15891","YS",36.2,118.64,1988-02-08,1988,2,0.2238
"15892","YS",36.2,118.64,1988-02-21,1988,2,0.2063
"15893","YS",36.2,118.64,1988-03-08,1988,3,0.218
"15894","YS",36.2,118.64,1988-03-21,1988,3,0.1947
"15895","YS",36.2,118.64,1988-04-08,1988,4,0.2538
"15896","YS",36.2,118.64,1988-04-21,1988,4,0.2979
"15897","YS",36.2,118.64,1988-05-08,1988,5,0.4278
"15898","YS",36.2,118.64,1988-05-21,1988,5,0.4136
"15899","YS",36.2,118.64,1988-06-08,1988,6,0.4028
"15900","YS",36.2,118.64,1988-06-21,1988,6,0.4836
"15901","YS",36.2,118.64,1988-07-08,1988,7,0.3953
"15902","YS",36.2,118.64,1988-07-21,1988,7,0.7683
"15903","YS",36.2,118.64,1988-08-08,1988,8,0.6717
"15904","YS",36.2,118.64,1988-08-21,1988,8,0.6159
"15905","YS",36.2,118.64,1988-09-08,1988,9,0.6184
"15906","YS",36.2,118.64,1988-09-21,1988,9,0.4902
"15907","YS",36.2,118.64,1988-10-08,1988,10,0.2604
"15908","YS",36.2,118.64,1988-10-21,1988,10,0.2338
"15909","YS",36.2,118.64,1988-11-08,1988,11,0.2371
"15910","YS",36.2,118.64,1988-11-21,1988,11,0.2346
"15911","YS",36.2,118.64,1988-12-08,1988,12,0.2205
"15912","YS",36.2,118.64,1988-12-21,1988,12,0.2296
"15913","YS",36.2,118.64,1989-01-08,1989,1,0.1697
"15914","YS",36.2,118.64,1989-01-21,1989,1,0.2238
"15915","YS",36.2,118.64,1989-02-08,1989,2,0.218
"15916","YS",36.2,118.64,1989-02-21,1989,2,0.1963
"15917","YS",36.2,118.64,1989-03-08,1989,3,0.1822
"15918","YS",36.2,118.64,1989-03-21,1989,3,0.2363
"15919","YS",36.2,118.64,1989-04-08,1989,4,0.2005
"15920","YS",36.2,118.64,1989-04-21,1989,4,0.2163
"15921","YS",36.2,118.64,1989-05-08,1989,5,0.4852
"15922","YS",36.2,118.64,1989-05-21,1989,5,0.4403
"15923","YS",36.2,118.64,1989-06-08,1989,6,0.3653
"15924","YS",36.2,118.64,1989-06-21,1989,6,0.4611
"15925","YS",36.2,118.64,1989-07-08,1989,7,0.4511
"15926","YS",36.2,118.64,1989-07-21,1989,7,0.5227
"15927","YS",36.2,118.64,1989-08-08,1989,8,0.75
"15928","YS",36.2,118.64,1989-08-21,1989,8,0.6284
"15929","YS",36.2,118.64,1989-09-08,1989,9,0.6134
"15930","YS",36.2,118.64,1989-09-21,1989,9,0.4569
"15931","YS",36.2,118.64,1989-10-08,1989,10,0.4553
"15932","YS",36.2,118.64,1989-10-21,1989,10,0.3054
"15933","YS",36.2,118.64,1989-11-08,1989,11,0.2779
"15934","YS",36.2,118.64,1989-11-21,1989,11,0.238
"15935","YS",36.2,118.64,1989-12-08,1989,12,0.1963
"15936","YS",36.2,118.64,1989-12-21,1989,12,0.1755
"15937","YS",36.2,118.64,1990-01-08,1990,1,0.2147
"15938","YS",36.2,118.64,1990-01-21,1990,1,0.2088
"15939","YS",36.2,118.64,1990-02-08,1990,2,0.1364
"15940","YS",36.2,118.64,1990-02-21,1990,2,0.2296
"15941","YS",36.2,118.64,1990-03-08,1990,3,0.2205
"15942","YS",36.2,118.64,1990-03-21,1990,3,0.2371
"15943","YS",36.2,118.64,1990-04-08,1990,4,0.2804
"15944","YS",36.2,118.64,1990-04-21,1990,4,0.3029
"15945","YS",36.2,118.64,1990-05-08,1990,5,0.4794
"15946","YS",36.2,118.64,1990-05-21,1990,5,0.4886
"15947","YS",36.2,118.64,1990-06-08,1990,6,0.5402
"15948","YS",36.2,118.64,1990-06-21,1990,6,0.4652
"15949","YS",36.2,118.64,1990-07-08,1990,7,0.6284
"15950","YS",36.2,118.64,1990-07-21,1990,7,0.6651
"15951","YS",36.2,118.64,1990-08-08,1990,8,0.6259
"15952","YS",36.2,118.64,1990-08-21,1990,8,0.74
"15953","YS",36.2,118.64,1990-09-08,1990,9,0.6026
"15954","YS",36.2,118.64,1990-09-21,1990,9,0.6392
"15955","YS",36.2,118.64,1990-10-08,1990,10,0.3971
"15956","YS",36.2,118.64,1990-10-21,1990,10,0.3104
"15957","YS",36.2,118.64,1990-11-08,1990,11,0.2296
"15958","YS",36.2,118.64,1990-11-21,1990,11,0.2613
"15959","YS",36.2,118.64,1990-12-08,1990,12,0.2554
"15960","YS",36.2,118.64,1990-12-21,1990,12,0.2446
"15961","YS",36.2,118.64,1991-01-08,1991,1,0.218
"15962","YS",36.2,118.64,1991-01-21,1991,1,0.183
"15963","YS",36.2,118.64,1991-02-08,1991,2,0.1722
"15964","YS",36.2,118.64,1991-02-21,1991,2,0.2338
"15965","YS",36.2,118.64,1991-03-08,1991,3,0.1988
"15966","YS",36.2,118.64,1991-03-21,1991,3,0.1988
"15967","YS",36.2,118.64,1991-04-08,1991,4,0.2529
"15968","YS",36.2,118.64,1991-04-21,1991,4,0.3112
"15969","YS",36.2,118.64,1991-05-08,1991,5,0.4394
"15970","YS",36.2,118.64,1991-05-21,1991,5,0.4961
"15971","YS",36.2,118.64,1991-06-08,1991,6,0.4203
"15972","YS",36.2,118.64,1991-06-21,1991,6,0.581
"15973","YS",36.2,118.64,1991-07-08,1991,7,0.6001
"15974","YS",36.2,118.64,1991-07-21,1991,7,0.7208
"15975","YS",36.2,118.64,1991-08-08,1991,8,0.6076
"15976","YS",36.2,118.64,1991-08-21,1991,8,0.6717
"15977","YS",36.2,118.64,1991-09-08,1991,9,0.4952
"15978","YS",36.2,118.64,1991-09-21,1991,9,0.4952
"15979","YS",36.2,118.64,1991-10-08,1991,10,0.3695
"15980","YS",36.2,118.64,1991-10-21,1991,10,0.3046
"15981","YS",36.2,118.64,1991-11-08,1991,11,0.2288
"15982","YS",36.2,118.64,1991-11-21,1991,11,0.1822
"15983","YS",36.2,118.64,1991-12-08,1991,12,0.1622
"15984","YS",36.2,118.64,1991-12-21,1991,12,0.1322
"15985","YS",36.2,118.64,1992-01-08,1992,1,0.168
"15986","YS",36.2,118.64,1992-01-21,1992,1,0.1264
"15987","YS",36.2,118.64,1992-02-08,1992,2,0.2147
"15988","YS",36.2,118.64,1992-02-21,1992,2,0.2013
"15989","YS",36.2,118.64,1992-03-08,1992,3,0.193
"15990","YS",36.2,118.64,1992-03-21,1992,3,0.2038
"15991","YS",36.2,118.64,1992-04-08,1992,4,0.2804
"15992","YS",36.2,118.64,1992-04-21,1992,4,0.3104
"15993","YS",36.2,118.64,1992-05-08,1992,5,0.4103
"15994","YS",36.2,118.64,1992-05-21,1992,5,0.4536
"15995","YS",36.2,118.64,1992-06-08,1992,6,0.3945
"15996","YS",36.2,118.64,1992-06-21,1992,6,0.4178
"15997","YS",36.2,118.64,1992-07-08,1992,7,0.3803
"15998","YS",36.2,118.64,1992-07-21,1992,7,0.4694
"15999","YS",36.2,118.64,1992-08-08,1992,8,0.5593
"16000","YS",36.2,118.64,1992-08-21,1992,8,0.6367
"16001","YS",36.2,118.64,1992-09-08,1992,9,0.6151
"16002","YS",36.2,118.64,1992-09-21,1992,9,0.5943
"16003","YS",36.2,118.64,1992-10-08,1992,10,0.3497
"16004","YS",36.2,118.64,1992-10-21,1992,10,0.2696
"16005","YS",36.2,118.64,1992-11-08,1992,11,0.2313
"16006","YS",36.2,118.64,1992-11-21,1992,11,0.1855
"16007","YS",36.2,118.64,1992-12-08,1992,12,0.1697
"16008","YS",36.2,118.64,1992-12-21,1992,12,0.1547
"16009","YS",36.2,118.64,1993-01-08,1993,1,0.2147
"16010","YS",36.2,118.64,1993-01-21,1993,1,0.1747
"16011","YS",36.2,118.64,1993-02-08,1993,2,0.1988
"16012","YS",36.2,118.64,1993-02-21,1993,2,0.1714
"16013","YS",36.2,118.64,1993-03-08,1993,3,0.2147
"16014","YS",36.2,118.64,1993-03-21,1993,3,0.2221
"16015","YS",36.2,118.64,1993-04-08,1993,4,0.2788
"16016","YS",36.2,118.64,1993-04-21,1993,4,0.2679
"16017","YS",36.2,118.64,1993-05-08,1993,5,0.3953
"16018","YS",36.2,118.64,1993-05-21,1993,5,0.4261
"16019","YS",36.2,118.64,1993-06-08,1993,6,0.412
"16020","YS",36.2,118.64,1993-06-21,1993,6,0.4278
"16021","YS",36.2,118.64,1993-07-08,1993,7,0.5826
"16022","YS",36.2,118.64,1993-07-21,1993,7,0.387
"16023","YS",36.2,118.64,1993-08-08,1993,8,0.4436
"16024","YS",36.2,118.64,1993-08-21,1993,8,0.5635
"16025","YS",36.2,118.64,1993-09-08,1993,9,0.551
"16026","YS",36.2,118.64,1993-09-21,1993,9,0.5219
"16027","YS",36.2,118.64,1993-10-08,1993,10,0.3404
"16028","YS",36.2,118.64,1993-10-21,1993,10,0.2821
"16029","YS",36.2,118.64,1993-11-08,1993,11,0.1847
"16030","YS",36.2,118.64,1993-11-21,1993,11,0.1089
"16031","YS",36.2,118.64,1993-12-08,1993,12,0.1264
"16032","YS",36.2,118.64,1993-12-21,1993,12,0.1123
"16033","YS",36.2,118.64,1994-01-08,1994,1,0.1297
"16034","YS",36.2,118.64,1994-01-21,1994,1,0.1414
"16035","YS",36.2,118.64,1994-02-08,1994,2,0.1572
"16036","YS",36.2,118.64,1994-02-21,1994,2,0.1572
"16037","YS",36.2,118.64,1994-03-08,1994,3,0.183
"16038","YS",36.2,118.64,1994-03-21,1994,3,0.1888
"16039","YS",36.2,118.64,1994-04-08,1994,4,0.2147
"16040","YS",36.2,118.64,1994-04-21,1994,4,0.2013
"16041","YS",36.2,118.64,1994-05-08,1994,5,0.4311
"16042","YS",36.2,118.64,1994-05-21,1994,5,0.4852
"16043","YS",36.2,118.64,1994-06-08,1994,6,0.4511
"16044","YS",36.2,118.64,1994-06-21,1994,6,0.3845
"16045","YS",36.2,118.64,1994-07-08,1994,7,0.5585
"16046","YS",36.2,118.64,1994-07-21,1994,7,0.536
"16047","YS",36.2,118.64,1994-08-08,1994,8,0.6501
"16048","YS",36.2,118.64,1994-08-21,1994,8,0.6859
"16049","YS",36.2,118.64,1994-09-08,1994,9,0.6184
"16050","YS",36.2,118.64,1994-09-21,1994,9,0.6592
"16051","YS",36.2,118.64,1994-10-08,1994,10,0.4378
"16052","YS",36.2,118.64,1994-10-21,1994,10,0.4419
"16053","YS",36.2,118.64,1994-11-08,1994,11,0.2804
"16054","YS",36.2,118.64,1994-11-21,1994,11,0.1089
"16055","YS",36.2,118.64,1994-12-08,1994,12,0.2338
"16056","YS",36.2,118.64,1994-12-21,1994,12,0.1023
"16057","YS",36.2,118.64,1995-01-08,1995,1,0.1988
"16058","YS",36.2,118.64,1995-01-21,1995,1,0.2405
"16059","YS",36.2,118.64,1995-02-08,1995,2,0.2088
"16060","YS",36.2,118.64,1995-02-21,1995,2,0.2255
"16061","YS",36.2,118.64,1995-03-08,1995,3,0.243
"16062","YS",36.2,118.64,1995-03-21,1995,3,0.2529
"16063","YS",36.2,118.64,1995-04-08,1995,4,0.3204
"16064","YS",36.2,118.64,1995-04-21,1995,4,0.3196
"16065","YS",36.2,118.64,1995-05-08,1995,5,0.4336
"16066","YS",36.2,118.64,1995-05-21,1995,5,0.4103
"16067","YS",36.2,118.64,1995-06-08,1995,6,0.4286
"16068","YS",36.2,118.64,1995-06-21,1995,6,0.4394
"16069","YS",36.2,118.64,1995-07-08,1995,7,0.531
"16070","YS",36.2,118.64,1995-07-21,1995,7,0.5485
"16071","YS",36.2,118.64,1995-08-08,1995,8,0.7408
"16072","YS",36.2,118.64,1995-08-21,1995,8,0.7
"16073","YS",36.2,118.64,1995-09-08,1995,9,0.6742
"16074","YS",36.2,118.64,1995-09-21,1995,9,0.5585
"16075","YS",36.2,118.64,1995-10-08,1995,10,0.3888
"16076","YS",36.2,118.64,1995-10-21,1995,10,0.3279
"16077","YS",36.2,118.64,1995-11-08,1995,11,0.2679
"16078","YS",36.2,118.64,1995-11-21,1995,11,0.2646
"16079","YS",36.2,118.64,1995-12-08,1995,12,0.2513
"16080","YS",36.2,118.64,1995-12-21,1995,12,0.2421
"16081","YS",36.2,118.64,1996-01-08,1996,1,0.2488
"16082","YS",36.2,118.64,1996-01-21,1996,1,0.1888
"16083","YS",36.2,118.64,1996-02-08,1996,2,0.2263
"16084","YS",36.2,118.64,1996-02-21,1996,2,0.228
"16085","YS",36.2,118.64,1996-03-08,1996,3,0.2047
"16086","YS",36.2,118.64,1996-03-21,1996,3,0.2005
"16087","YS",36.2,118.64,1996-04-08,1996,4,0.2363
"16088","YS",36.2,118.64,1996-04-21,1996,4,0.2813
"16089","YS",36.2,118.64,1996-05-08,1996,5,0.3961
"16090","YS",36.2,118.64,1996-05-21,1996,5,0.417
"16091","YS",36.2,118.64,1996-06-08,1996,6,0.4336
"16092","YS",36.2,118.64,1996-06-21,1996,6,0.4086
"16093","YS",36.2,118.64,1996-07-08,1996,7,0.5368
"16094","YS",36.2,118.64,1996-07-21,1996,7,0.6184
"16095","YS",36.2,118.64,1996-08-08,1996,8,0.7075
"16096","YS",36.2,118.64,1996-08-21,1996,8,0.765
"16097","YS",36.2,118.64,1996-09-08,1996,9,0.5693
"16098","YS",36.2,118.64,1996-09-21,1996,9,0.5776
"16099","YS",36.2,118.64,1996-10-08,1996,10,0.4711
"16100","YS",36.2,118.64,1996-10-21,1996,10,0.2729
"16101","YS",36.2,118.64,1996-11-08,1996,11,0.2047
"16102","YS",36.2,118.64,1996-11-21,1996,11,0.223
"16103","YS",36.2,118.64,1996-12-08,1996,12,0.2213
"16104","YS",36.2,118.64,1996-12-21,1996,12,0.218
"16105","YS",36.2,118.64,1997-01-08,1997,1,0.1689
"16106","YS",36.2,118.64,1997-01-21,1997,1,0.2038
"16107","YS",36.2,118.64,1997-02-08,1997,2,0.2013
"16108","YS",36.2,118.64,1997-02-21,1997,2,0.2097
"16109","YS",36.2,118.64,1997-03-08,1997,3,0.2196
"16110","YS",36.2,118.64,1997-03-21,1997,3,0.2738
"16111","YS",36.2,118.64,1997-04-08,1997,4,0.2821
"16112","YS",36.2,118.64,1997-04-21,1997,4,0.3162
"16113","YS",36.2,118.64,1997-05-08,1997,5,0.4186
"16114","YS",36.2,118.64,1997-05-21,1997,5,0.5119
"16115","YS",36.2,118.64,1997-06-08,1997,6,0.4161
"16116","YS",36.2,118.64,1997-06-21,1997,6,0.3953
"16117","YS",36.2,118.64,1997-07-08,1997,7,0.4211
"16118","YS",36.2,118.64,1997-07-21,1997,7,0.5735
"16119","YS",36.2,118.64,1997-08-08,1997,8,0.7108
"16120","YS",36.2,118.64,1997-08-21,1997,8,0.7458
"16121","YS",36.2,118.64,1997-09-08,1997,9,0.6492
"16122","YS",36.2,118.64,1997-09-21,1997,9,0.6293
"16123","YS",36.2,118.64,1997-10-08,1997,10,0.5102
"16124","YS",36.2,118.64,1997-10-21,1997,10,0.2646
"16125","YS",36.2,118.64,1997-11-08,1997,11,0.2338
"16126","YS",36.2,118.64,1997-11-21,1997,11,0.2529
"16127","YS",36.2,118.64,1997-12-08,1997,12,0.203
"16128","YS",36.2,118.64,1997-12-21,1997,12,0.1664
"16129","YS",36.2,118.64,1998-01-08,1998,1,0.178
"16130","YS",36.2,118.64,1998-01-21,1998,1,0.1905
"16131","YS",36.2,118.64,1998-02-08,1998,2,0.228
"16132","YS",36.2,118.64,1998-02-21,1998,2,0.1988
"16133","YS",36.2,118.64,1998-03-08,1998,3,0.1947
"16134","YS",36.2,118.64,1998-03-21,1998,3,0.1647
"16135","YS",36.2,118.64,1998-04-08,1998,4,0.2521
"16136","YS",36.2,118.64,1998-04-21,1998,4,0.3812
"16137","YS",36.2,118.64,1998-05-08,1998,5,0.5318
"16138","YS",36.2,118.64,1998-05-21,1998,5,0.5418
"16139","YS",36.2,118.64,1998-06-08,1998,6,0.4927
"16140","YS",36.2,118.64,1998-06-21,1998,6,0.4627
"16141","YS",36.2,118.64,1998-07-08,1998,7,0.6059
"16142","YS",36.2,118.64,1998-07-21,1998,7,0.6767
"16143","YS",36.2,118.64,1998-08-08,1998,8,0.6975
"16144","YS",36.2,118.64,1998-08-21,1998,8,0.6676
"16145","YS",36.2,118.64,1998-09-08,1998,9,0.6759
"16146","YS",36.2,118.64,1998-09-21,1998,9,0.5951
"16147","YS",36.2,118.64,1998-10-08,1998,10,0.3562
"16148","YS",36.2,118.64,1998-10-21,1998,10,0.342
"16149","YS",36.2,118.64,1998-11-08,1998,11,0.2546
"16150","YS",36.2,118.64,1998-11-21,1998,11,0.228
"16151","YS",36.2,118.64,1998-12-08,1998,12,0.2038
"16152","YS",36.2,118.64,1998-12-21,1998,12,0.1905
"16153","YS",36.2,118.64,1999-01-08,1999,1,0.2396
"16154","YS",36.2,118.64,1999-01-21,1999,1,0.2122
"16155","YS",36.2,118.64,1999-02-08,1999,2,0.2047
"16156","YS",36.2,118.64,1999-02-21,1999,2,0.2446
"16157","YS",36.2,118.64,1999-03-08,1999,3,0.1913
"16158","YS",36.2,118.64,1999-03-21,1999,3,0.2138
"16159","YS",36.2,118.64,1999-04-08,1999,4,0.2804
"16160","YS",36.2,118.64,1999-04-21,1999,4,0.2971
"16161","YS",36.2,118.64,1999-05-08,1999,5,0.4245
"16162","YS",36.2,118.64,1999-05-21,1999,5,0.4078
"16163","YS",36.2,118.64,1999-06-08,1999,6,0.4519
"16164","YS",36.2,118.64,1999-06-21,1999,6,0.511
"16165","YS",36.2,118.64,1999-07-08,1999,7,0.4128
"16166","YS",36.2,118.64,1999-07-21,1999,7,0.4794
"16167","YS",36.2,118.64,1999-08-08,1999,8,0.6509
"16168","YS",36.2,118.64,1999-08-21,1999,8,0.6717
"16169","YS",36.2,118.64,1999-09-08,1999,9,0.5893
"16170","YS",36.2,118.64,1999-09-21,1999,9,0.6068
"16171","YS",36.2,118.64,1999-10-08,1999,10,0.2846
"16172","YS",36.2,118.64,1999-10-21,1999,10,0.3096
"16173","YS",36.2,118.64,1999-11-08,1999,11,0.2072
"16174","YS",36.2,118.64,1999-11-21,1999,11,0.1764
"16175","YS",36.2,118.64,1999-12-08,1999,12,0.1522
"16176","YS",36.2,118.64,1999-12-21,1999,12,0.158
"16177","YS",36.2,118.64,2000-01-08,2000,1,0.1356
"16178","YS",36.2,118.64,2000-01-21,2000,1,0.1572
"16179","YS",36.2,118.64,2000-02-08,2000,2,0.1838
"16180","YS",36.2,118.64,2000-02-21,2000,2,0.1872
"16181","YS",36.2,118.64,2000-03-08,2000,3,0.203
"16182","YS",36.2,118.64,2000-03-21,2000,3,0.2263
"16183","YS",36.2,118.64,2000-04-08,2000,4,0.2696
"16184","YS",36.2,118.64,2000-04-21,2000,4,0.2971
"16185","YS",36.2,118.64,2000-05-08,2000,5,0.4894
"16186","YS",36.2,118.64,2000-05-21,2000,5,0.4011
"16187","YS",36.2,118.64,2000-06-08,2000,6,0.4436
"16188","YS",36.2,118.64,2000-06-21,2000,6,0.3479
"16189","YS",36.2,118.64,2000-07-08,2000,7,0.427
"16190","YS",36.2,118.64,2000-07-21,2000,7,0.5735
"16191","YS",36.2,118.64,2000-08-08,2000,8,0.4386
"16192","YS",36.2,118.64,2000-08-21,2000,8,0.6284
"16193","YS",36.2,118.64,2000-09-08,2000,9,0.5943
"16194","YS",36.2,118.64,2000-09-21,2000,9,0.4944
"16195","YS",36.2,118.64,2000-10-08,2000,10,0.3179
"16196","YS",36.2,118.64,2000-10-21,2000,10,0.1505
"16197","YS",36.2,118.64,2000-11-08,2000,11,0.233
"16198","YS",36.2,118.64,2000-11-21,2000,11,0.1863
"16199","YS",36.2,118.64,2000-12-08,2000,12,0.2579
"16200","YS",36.2,118.64,2000-12-21,2000,12,0.1913
"16201","YS",36.2,118.64,2001-01-08,2001,1,0.173
"16202","YS",36.2,118.64,2001-01-21,2001,1,0.1406
"16203","YS",36.2,118.64,2001-02-08,2001,2,0.188
"16204","YS",36.2,118.64,2001-02-21,2001,2,0.1814
"16205","YS",36.2,118.64,2001-03-08,2001,3,0.2163
"16206","YS",36.2,118.64,2001-03-21,2001,3,0.2987
"16207","YS",36.2,118.64,2001-04-08,2001,4,0.2838
"16208","YS",36.2,118.64,2001-04-21,2001,4,0.3554
"16209","YS",36.2,118.64,2001-05-08,2001,5,0.4353
"16210","YS",36.2,118.64,2001-05-21,2001,5,0.4278
"16211","YS",36.2,118.64,2001-06-08,2001,6,0.3745
"16212","YS",36.2,118.64,2001-06-21,2001,6,0.3778
"16213","YS",36.2,118.64,2001-07-08,2001,7,0.6059
"16214","YS",36.2,118.64,2001-07-21,2001,7,0.6184
"16215","YS",36.2,118.64,2001-08-08,2001,8,0.7075
"16216","YS",36.2,118.64,2001-08-21,2001,8,0.6734
"16217","YS",36.2,118.64,2001-09-08,2001,9,0.6567
"16218","YS",36.2,118.64,2001-09-21,2001,9,0.6143
"16219","YS",36.2,118.64,2001-10-08,2001,10,0.3853
"16220","YS",36.2,118.64,2001-10-21,2001,10,0.2704
"16221","YS",36.2,118.64,2001-11-08,2001,11,0.2879
"16222","YS",36.2,118.64,2001-11-21,2001,11,0.2363
"16223","YS",36.2,118.64,2001-12-08,2001,12,0.2005
"16224","YS",36.2,118.64,2001-12-21,2001,12,0.2355
"16225","YS",36.2,118.64,2002-01-08,2002,1,0.1747
"16226","YS",36.2,118.64,2002-01-21,2002,1,0.218
"16227","YS",36.2,118.64,2002-02-08,2002,2,0.2005
"16228","YS",36.2,118.64,2002-02-21,2002,2,0.2255
"16229","YS",36.2,118.64,2002-03-08,2002,3,0.2188
"16230","YS",36.2,118.64,2002-03-21,2002,3,0.3079
"16231","YS",36.2,118.64,2002-04-08,2002,4,0.3304
"16232","YS",36.2,118.64,2002-04-21,2002,4,0.3961
"16233","YS",36.2,118.64,2002-05-08,2002,5,0.3504
"16234","YS",36.2,118.64,2002-05-21,2002,5,0.4011
"16235","YS",36.2,118.64,2002-06-08,2002,6,0.427
"16236","YS",36.2,118.64,2002-06-21,2002,6,0.4544
"16237","YS",36.2,118.64,2002-07-08,2002,7,0.5418
"16238","YS",36.2,118.64,2002-07-21,2002,7,0.5701
"16239","YS",36.2,118.64,2002-08-08,2002,8,0.6667
"16240","YS",36.2,118.64,2002-08-21,2002,8,0.6326
"16241","YS",36.2,118.64,2002-09-08,2002,9,0.5793
"16242","YS",36.2,118.64,2002-09-21,2002,9,0.511
"16243","YS",36.2,118.64,2002-10-08,2002,10,0.2971
"16244","YS",36.2,118.64,2002-10-21,2002,10,0.213
